yearid,Level of Data,Subject,DenominatorType,District,Discode,School,Schcode,Grade,NumberStudents,plevel1,plevel2,plevel3,plevel4,pAboveprof,pBelowProf,AvgScore
2022,sch,mat,Regular,Goffstown,199,Mountain View Middle School,26820,7,230 - 235,26,28,28,19,47,53,542
2022,sch,mat,Regular,Goffstown,199,Mountain View Middle School,26820,8,265 - 270,34,27,18,22,40,60,569
2022,sch,rea,Regular,Goffstown,199,Mountain View Middle School,26820,0,820 - 825,17,23,45,14,60,40,
2022,sch,rea,Regular,Goffstown,199,Mountain View Middle School,26820,5,170 - 175,14,21,46,19,65,35,631
2022,sch,rea,Regular,Goffstown,199,Mountain View Middle School,26820,6,150 - 155,14,29,40,17,57,43,648
2022,sch,rea,Regular,Goffstown,199,Mountain View Middle School,26820,7,230 - 235,15,27,53,< 10 %,58,42,648
2022,sch,rea,Regular,Goffstown,199,Mountain View Middle School,26820,8,260 - 265,22,19,41,18,59,41,664
2022,sch,sci,Regular,Goffstown,199,Mountain View Middle School,26820,0,435 - 440,38,21,29,12,41,59,
2022,sch,sci,Regular,Goffstown,199,Mountain View Middle School,26820,5,170 - 175,26,25,35,13,48,52,551
2022,sch,sci,Regular,Goffstown,199,Mountain View Middle School,26820,8,265 - 270,45,19,25,11,36,64,848
2022,sch,mat,Regular,Gorham Randolph Shelburne Cooperative,203,Edward Fenn School,20745,0,70 - 75,27,20,36,17,53,47,
2022,sch,mat,Regular,Gorham Randolph Shelburne Cooperative,203,Edward Fenn School,20745,3,20 - 25,21,13,33,33,67,33,441
2022,sch,mat,Regular,Gorham Randolph Shelburne Cooperative,203,Edward Fenn School,20745,4,20 - 25,29,24,43,< 10 %,48,52,450
2022,sch,mat,Regular,Gorham Randolph Shelburne Cooperative,203,Edward Fenn School,20745,5,25 - 30,32,24,32,12,44,56,483
2022,sch,rea,Regular,Gorham Randolph Shelburne Cooperative,203,Edward Fenn School,20745,0,70 - 75,21,21,30,27,57,43,
2022,sch,rea,Regular,Gorham Randolph Shelburne Cooperative,203,Edward Fenn School,20745,3,20 - 25,13,25,25,38,63,38,603
2022,sch,rea,Regular,Gorham Randolph Shelburne Cooperative,203,Edward Fenn School,20745,4,20 - 25,24,24,29,24,52,48,607
2022,sch,rea,Regular,Gorham Randolph Shelburne Cooperative,203,Edward Fenn School,20745,5,25 - 30,28,16,36,20,56,44,624
2022,sch,sci,Regular,Gorham Randolph Shelburne Cooperative,203,Edward Fenn School,20745,0,25 - 30,24,32,36,< 10 %,44,56,
2022,sch,sci,Regular,Gorham Randolph Shelburne Cooperative,203,Edward Fenn School,20745,5,25 - 30,24,32,36,< 10 %,44,56,548
2022,sch,mat,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham High School,20750,0,30 - 35,35,35,18,12,29,71,
2022,sch,mat,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham High School,20750,11,30 - 35,35,35,18,12,29,71,486
2022,sch,rea,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham High School,20750,0,30 - 35,18,35,35,12,47,53,
2022,sch,rea,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham High School,20750,11,30 - 35,18,35,35,12,47,53,489
2022,sch,sci,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham High School,20750,0,30 - 35,35,21,35,< 10 %,44,56,
2022,sch,sci,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham High School,20750,11,30 - 35,35,21,35,< 10 %,44,56,1153
2022,sch,mat,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham Middle School,27005,0,90 - 95,16,46,23,15,38,62,
2022,sch,mat,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham Middle School,27005,6,25 - 30,20,52,24,< 10 %,28,72,504
2022,sch,mat,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham Middle School,27005,7,35 - 40,11,50,24,16,39,61,543
2022,sch,mat,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham Middle School,27005,8,30 - 35,19,35,23,23,45,55,570
2022,sch,rea,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham Middle School,27005,0,90 - 95,23,30,37,10,47,53,
2022,sch,rea,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham Middle School,27005,6,25 - 30,32,24,36,< 10 %,44,56,625
2022,sch,rea,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham Middle School,27005,7,35 - 40,21,37,34,< 10 %,42,58,638
2022,sch,rea,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham Middle School,27005,8,30 - 35,19,26,42,13,55,45,661
2022,sch,sci,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham Middle School,27005,0,30 - 35,52,19,19,10,29,71,
2022,sch,sci,Regular,Gorham Randolph Shelburne Cooperative,203,Gorham Middle School,27005,8,30 - 35,52,19,19,10,29,71,845
2022,sch,mat,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,0,50 - 55,22,24,38,16,54,46,
2022,sch,mat,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,3,44849,33,< 10 %,33,25,58,42,427
2022,sch,mat,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,4,44849,23,15,46,15,62,38,461
2022,sch,mat,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,5,44849,< 10 %,< 10 %,55,27,82,18,501
2022,sch,mat,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,6,44849,21,57,21,< 10 %,21,79,497
2022,sch,rea,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,0,50 - 55,20,22,44,14,58,42,
2022,sch,rea,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,3,44849,25,< 10 %,42,25,67,33,591
2022,sch,rea,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,4,44849,23,23,31,23,54,46,605
2022,sch,rea,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,5,44849,27,27,45,< 10 %,45,55,610
2022,sch,rea,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,6,44849,< 10 %,29,57,< 10 %,64,36,644
2022,sch,sci,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,0,44849,18,36,36,< 10 %,45,55,
2022,sch,sci,Regular,Governor Wentworth Regional,208,Effingham Elementary School,22395,5,44849,18,36,36,< 10 %,45,55,550
2022,sch,mat,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,0,75 - 80,13,29,33,24,57,43,
2022,sch,mat,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,3,15 - 20,< 10 %,47,33,20,53,47,437
2022,sch,mat,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,4,15 - 20,12,< 10 %,65,18,82,18,471
2022,sch,mat,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,5,20 - 25,38,43,< 10 %,14,19,81,472
2022,sch,mat,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,6,20 - 25,< 10 %,23,36,41,77,23,548
2022,sch,rea,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,0,70 - 75,19,30,34,18,51,49,
2022,sch,rea,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,3,44849,50,21,< 10 %,21,29,71,575
2022,sch,rea,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,4,15 - 20,12,41,29,18,47,53,607
2022,sch,rea,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,5,20 - 25,24,29,33,14,48,52,618
2022,sch,rea,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,6,20 - 25,< 10 %,27,55,18,73,27,658
2022,sch,sci,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,0,20 - 25,33,43,14,10,24,76,
2022,sch,sci,Regular,Governor Wentworth Regional,208,New Durham Elementary School,22400,5,20 - 25,33,43,14,10,24,76,547
2022,sch,mat,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,0,140 - 145,35,28,26,11,37,63,
2022,sch,mat,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,3,25 - 30,33,19,33,15,48,52,426
2022,sch,mat,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,4,30 - 35,27,33,36,< 10 %,39,61,453
2022,sch,mat,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,5,40 - 45,43,35,10,13,23,78,468
2022,sch,mat,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,6,40 - 45,37,22,27,15,41,59,500
2022,sch,rea,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,0,140 - 145,39,32,23,< 10 %,29,71,
2022,sch,rea,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,3,25 - 30,30,37,22,11,33,67,578
2022,sch,rea,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,4,30 - 35,63,22,13,< 10 %,16,84,570
2022,sch,rea,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,5,40 - 45,35,38,23,< 10 %,28,73,606
2022,sch,rea,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,6,40 - 45,31,31,31,< 10 %,38,62,631
2022,sch,sci,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,0,40 - 45,53,35,< 10 %,< 10 %,13,88,
2022,sch,sci,Regular,Governor Wentworth Regional,208,Ossipee Central School,22405,5,40 - 45,53,35,< 10 %,< 10 %,13,88,542
2022,sch,mat,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,0,60 - 65,< 10 %,22,28,42,70,30,
2022,sch,mat,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,3,15 - 20,20,27,33,20,53,47,432
2022,sch,mat,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,4,44849,< 10 %,15,31,54,85,15,490
2022,sch,mat,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,5,44849,< 10 %,< 10 %,29,64,> 90 %,< 10 %,540
2022,sch,mat,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,6,15 - 20,11,33,22,33,56,44,529
2022,sch,rea,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,0,60 - 65,10,23,35,32,67,33,
2022,sch,rea,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,3,15 - 20,27,20,20,33,53,47,592
2022,sch,rea,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,4,44849,< 10 %,31,23,38,62,38,620
2022,sch,rea,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,5,44849,< 10 %,< 10 %,57,36,> 90 %,< 10 %,662
2022,sch,rea,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,6,15 - 20,< 10 %,33,39,22,61,39,658
2022,sch,sci,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,0,44849,< 10 %,21,43,29,71,29,
2022,sch,sci,Regular,Governor Wentworth Regional,208,Tuftonboro Central School,22410,5,44849,< 10 %,21,43,29,71,29,563
2022,sch,mat,Regular,Governor Wentworth Regional,208,Kingswood Regional High School,22425,0,135 - 140,24,41,33,< 10 %,35,65,
2022,sch,mat,Regular,Governor Wentworth Regional,208,Kingswood Regional High School,22425,11,135 - 140,24,41,33,< 10 %,35,65,482
2022,sch,rea,Regular,Governor Wentworth Regional,208,Kingswood Regional High School,22425,0,135 - 140,19,22,43,16,59,41,
2022,sch,rea,Regular,Governor Wentworth Regional,208,Kingswood Regional High School,22425,11,135 - 140,19,22,43,16,59,41,509
2022,sch,sci,Regular,Governor Wentworth Regional,208,Kingswood Regional High School,22425,0,130 - 135,48,16,33,< 10 %,36,64,
2022,sch,sci,Regular,Governor Wentworth Regional,208,Kingswood Regional High School,22425,11,130 - 135,48,16,33,< 10 %,36,64,1148
2022,sch,mat,Regular,Governor Wentworth Regional,208,Carpenter Elementary School,22430,0,60 - 65,23,15,33,30,62,38,
2022,sch,mat,Regular,Governor Wentworth Regional,208,Carpenter Elementary School,22430,3,60 - 65,23,15,33,30,62,38,437
2022,sch,rea,Regular,Governor Wentworth Regional,208,Carpenter Elementary School,22430,0,60 - 65,25,26,20,30,49,51,
2022,sch,rea,Regular,Governor Wentworth Regional,208,Carpenter Elementary School,22430,3,60 - 65,25,26,20,30,49,51,586
2022,sch,mat,Regular,Governor Wentworth Regional,208,Kingswood Regional Middle School,22440,0,350 - 355,26,33,23,19,41,59,
2022,sch,mat,Regular,Governor Wentworth Regional,208,Kingswood Regional Middle School,22440,7,180 - 185,31,34,20,14,35,65,527
2022,sch,mat,Regular,Governor Wentworth Regional,208,Kingswood Regional Middle School,22440,8,170 - 175,21,31,25,23,48,52,579
2022,sch,rea,Regular,Governor Wentworth Regional,208,Kingswood Regional Middle School,22440,0,345 - 350,25,29,36,10,46,54,
2022,sch,rea,Regular,Governor Wentworth Regional,208,Kingswood Regional Middle School,22440,7,180 - 185,26,29,36,< 10 %,45,55,636
2022,sch,rea,Regular,Governor Wentworth Regional,208,Kingswood Regional Middle School,22440,8,165 - 170,23,29,36,12,48,52,657
2022,sch,sci,Regular,Governor Wentworth Regional,208,Kingswood Regional Middle School,22440,0,165 - 170,49,18,26,< 10 %,34,66,
2022,sch,sci,Regular,Governor Wentworth Regional,208,Kingswood Regional Middle School,22440,8,165 - 170,49,18,26,< 10 %,34,66,846
2022,sch,mat,Regular,Governor Wentworth Regional,208,Crescent Lake School,27515,0,170 - 175,17,31,31,21,52,48,
2022,sch,mat,Regular,Governor Wentworth Regional,208,Crescent Lake School,27515,4,50 - 55,< 10 %,36,42,18,60,40,465
2022,sch,mat,Regular,Governor Wentworth Regional,208,Crescent Lake School,27515,5,70 - 75,19,33,21,27,49,51,494
2022,sch,mat,Regular,Governor Wentworth Regional,208,Crescent Lake School,27515,6,50 - 55,26,25,32,17,49,51,510
2022,sch,rea,Regular,Governor Wentworth Regional,208,Crescent Lake School,27515,0,170 - 175,16,26,36,22,58,42,
2022,sch,rea,Regular,Governor Wentworth Regional,208,Crescent Lake School,27515,4,45 - 50,18,22,35,24,59,41,611
2022,sch,rea,Regular,Governor Wentworth Regional,208,Crescent Lake School,27515,5,70 - 75,14,26,41,19,60,40,632
2022,sch,rea,Regular,Governor Wentworth Regional,208,Crescent Lake School,27515,6,50 - 55,17,30,30,23,53,47,645
2022,sch,sci,Regular,Governor Wentworth Regional,208,Crescent Lake School,27515,0,70 - 75,33,19,31,17,49,51,
2022,sch,sci,Regular,Governor Wentworth Regional,208,Crescent Lake School,27515,5,70 - 75,33,19,31,17,49,51,553
2022,sch,mat,Regular,Grantham,211,Grantham Village School,21330,0,135 - 140,< 10 %,15,28,52,80,20,
2022,sch,mat,Regular,Grantham,211,Grantham Village School,21330,3,40 - 45,< 10 %,20,33,40,73,28,446
2022,sch,mat,Regular,Grantham,211,Grantham Village School,21330,4,35 - 40,< 10 %,22,32,43,76,24,486
2022,sch,mat,Regular,Grantham,211,Grantham Village School,21330,5,25 - 30,< 10 %,< 10 %,26,63,89,11,530
2022,sch,mat,Regular,Grantham,211,Grantham Village School,21330,6,30 - 35,< 10 %,10,19,68,87,13,560
2022,sch,rea,Regular,Grantham,211,Grantham Village School,21330,0,130 - 135,< 10 %,15,29,47,76,24,
2022,sch,rea,Regular,Grantham,211,Grantham Village School,21330,3,40 - 45,15,20,20,45,65,35,604
2022,sch,rea,Regular,Grantham,211,Grantham Village School,21330,4,35 - 40,11,19,19,51,70,30,623
2022,sch,rea,Regular,Grantham,211,Grantham Village School,21330,5,25 - 30,< 10 %,< 10 %,28,60,88,12,662
2022,sch,rea,Regular,Grantham,211,Grantham Village School,21330,6,30 - 35,< 10 %,10,52,35,87,13,675
2022,sch,sci,Regular,Grantham,211,Grantham Village School,21330,0,25 - 30,< 10 %,15,37,44,81,19,
2022,sch,sci,Regular,Grantham,211,Grantham Village School,21330,5,25 - 30,< 10 %,15,37,44,81,19,565
2022,sch,mat,Regular,Greenland,215,Greenland Central School,22450,0,240 - 245,11,37,28,24,52,48,
2022,sch,mat,Regular,Greenland,215,Greenland Central School,22450,3,30 - 35,< 10 %,38,32,21,53,47,436
2022,sch,mat,Regular,Greenland,215,Greenland Central School,22450,4,45 - 50,< 10 %,24,46,28,74,26,479
2022,sch,mat,Regular,Greenland,215,Greenland Central School,22450,5,45 - 50,13,37,13,37,50,50,501
2022,sch,mat,Regular,Greenland,215,Greenland Central School,22450,6,35 - 40,15,44,31,10,41,59,509
2022,sch,mat,Regular,Greenland,215,Greenland Central School,22450,7,40 - 45,21,37,23,19,42,58,543
2022,sch,mat,Regular,Greenland,215,Greenland Central School,22450,8,35 - 40,< 10 %,47,22,28,50,50,603
2022,sch,rea,Regular,Greenland,215,Greenland Central School,22450,0,240 - 245,11,19,40,31,71,29,
2022,sch,rea,Regular,Greenland,215,Greenland Central School,22450,3,30 - 35,12,18,44,26,71,29,599
2022,sch,rea,Regular,Greenland,215,Greenland Central School,22450,4,45 - 50,11,24,33,33,65,35,622
2022,sch,rea,Regular,Greenland,215,Greenland Central School,22450,5,40 - 45,11,18,34,36,70,30,643
2022,sch,rea,Regular,Greenland,215,Greenland Central School,22450,6,35 - 40,< 10 %,21,46,28,74,26,663
2022,sch,rea,Regular,Greenland,215,Greenland Central School,22450,7,40 - 45,21,16,47,16,63,37,653
2022,sch,rea,Regular,Greenland,215,Greenland Central School,22450,8,35 - 40,< 10 %,14,39,44,83,17,700
2022,sch,sci,Regular,Greenland,215,Greenland Central School,22450,0,80 - 85,18,28,37,17,54,46,
2022,sch,sci,Regular,Greenland,215,Greenland Central School,22450,5,45 - 50,24,29,31,16,47,53,552
2022,sch,sci,Regular,Greenland,215,Greenland Central School,22450,8,35 - 40,11,26,45,18,63,37,859
2022,sch,mat,Regular,Hampstead,223,Hampstead Middle School,22750,0,330 - 335,25,30,27,18,45,55,
2022,sch,mat,Regular,Hampstead,223,Hampstead Middle School,22750,5,80 - 85,19,41,29,11,40,60,485
2022,sch,mat,Regular,Hampstead,223,Hampstead Middle School,22750,6,70 - 75,25,20,35,20,55,45,513
2022,sch,mat,Regular,Hampstead,223,Hampstead Middle School,22750,7,95 - 100,25,24,30,21,51,49,544
2022,sch,mat,Regular,Hampstead,223,Hampstead Middle School,22750,8,80 - 85,30,34,15,21,36,64,569
2022,sch,rea,Regular,Hampstead,223,Hampstead Middle School,22750,0,325 - 330,15,19,51,15,66,34,
2022,sch,rea,Regular,Hampstead,223,Hampstead Middle School,22750,5,80 - 85,15,18,45,22,67,33,635
2022,sch,rea,Regular,Hampstead,223,Hampstead Middle School,22750,6,70 - 75,11,24,48,17,65,35,652
2022,sch,rea,Regular,Hampstead,223,Hampstead Middle School,22750,7,95 - 100,12,13,60,16,76,24,661
2022,sch,rea,Regular,Hampstead,223,Hampstead Middle School,22750,8,80 - 85,23,24,49,< 10 %,54,46,657
2022,sch,sci,Regular,Hampstead,223,Hampstead Middle School,22750,0,155 - 160,36,23,26,15,41,59,
2022,sch,sci,Regular,Hampstead,223,Hampstead Middle School,22750,5,80 - 85,29,19,31,21,53,48,554
2022,sch,sci,Regular,Hampstead,223,Hampstead Middle School,22750,8,75 - 80,44,27,20,< 10 %,29,71,847
2022,sch,mat,Regular,Hampstead,223,Hampstead Central School,22755,0,150 - 155,12,27,33,28,61,39,
2022,sch,mat,Regular,Hampstead,223,Hampstead Central School,22755,3,60 - 65,13,20,30,38,67,33,441
2022,sch,mat,Regular,Hampstead,223,Hampstead Central School,22755,4,90 - 95,11,32,36,21,57,43,467
2022,sch,rea,Regular,Hampstead,223,Hampstead Central School,22755,0,155 - 160,18,23,35,24,59,41,
2022,sch,rea,Regular,Hampstead,223,Hampstead Central School,22755,3,60 - 65,19,31,31,19,50,50,587
2022,sch,rea,Regular,Hampstead,223,Hampstead Central School,22755,4,90 - 95,18,17,38,27,65,35,612
2022,sch,mat,Regular,Hampton,225,Hampton Academy ,20790,0,325 - 330,17,33,24,25,49,51,
2022,sch,mat,Regular,Hampton,225,Hampton Academy ,20790,6,100 - 105,13,32,31,24,55,45,522
2022,sch,mat,Regular,Hampton,225,Hampton Academy ,20790,7,115 - 120,13,38,22,26,49,51,555
2022,sch,mat,Regular,Hampton,225,Hampton Academy ,20790,8,105 - 110,27,28,20,25,44,56,578
2022,sch,rea,Regular,Hampton,225,Hampton Academy ,20790,0,325 - 330,10,26,42,22,64,36,
2022,sch,rea,Regular,Hampton,225,Hampton Academy ,20790,6,100 - 105,11,22,39,28,67,33,660
2022,sch,rea,Regular,Hampton,225,Hampton Academy ,20790,7,115 - 120,< 10 %,23,47,21,68,32,665
2022,sch,rea,Regular,Hampton,225,Hampton Academy ,20790,8,105 - 110,11,32,39,18,57,43,671
2022,sch,sci,Regular,Hampton,225,Hampton Academy ,20790,0,105 - 110,42,22,25,10,36,64,
2022,sch,sci,Regular,Hampton,225,Hampton Academy ,20790,8,105 - 110,42,22,25,10,36,64,849
2022,sch,mat,Regular,Hampton,225,Adeline C. Marston School,20795,0,285 - 290,< 10 %,26,31,34,65,35,
2022,sch,mat,Regular,Hampton,225,Adeline C. Marston School,20795,3,100 - 105,< 10 %,33,31,30,61,39,439
2022,sch,mat,Regular,Hampton,225,Adeline C. Marston School,20795,4,80 - 85,< 10 %,28,25,38,63,37,478
2022,sch,mat,Regular,Hampton,225,Adeline C. Marston School,20795,5,100 - 105,12,17,36,36,72,28,507
2022,sch,rea,Regular,Hampton,225,Adeline C. Marston School,20795,0,285 - 290,11,18,38,33,71,29,
2022,sch,rea,Regular,Hampton,225,Adeline C. Marston School,20795,3,100 - 105,12,26,35,28,63,38,599
2022,sch,rea,Regular,Hampton,225,Adeline C. Marston School,20795,4,80 - 85,12,14,31,43,74,26,627
2022,sch,rea,Regular,Hampton,225,Adeline C. Marston School,20795,5,100 - 105,< 10 %,14,47,30,77,23,643
2022,sch,sci,Regular,Hampton,225,Adeline C. Marston School,20795,0,100 - 105,18,25,35,22,57,43,
2022,sch,sci,Regular,Hampton,225,Adeline C. Marston School,20795,5,100 - 105,18,25,35,22,57,43,555
2022,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,0,120 - 125,< 10 %,27,35,30,65,35,
2022,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,3,15 - 20,12,18,47,24,71,29,442
2022,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,4,20 - 25,15,30,25,30,55,45,474
2022,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,5,25 - 30,< 10 %,35,35,27,62,38,502
2022,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,6,15 - 20,11,26,32,32,63,37,531
2022,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,7,25 - 30,< 10 %,24,34,38,72,28,578
2022,sch,mat,Regular,Hampton Falls,227,Lincoln Akerman School,20800,8,44849,< 10 %,27,45,18,64,36,606
2022,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,0,120 - 125,< 10 %,15,39,39,78,22,
2022,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,3,15 - 20,< 10 %,24,35,35,71,29,600
2022,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,4,20 - 25,24,19,24,33,57,43,615
2022,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,5,25 - 30,< 10 %,< 10 %,48,36,84,16,652
2022,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,6,15 - 20,< 10 %,< 10 %,58,32,89,11,668
2022,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,7,25 - 30,< 10 %,14,41,45,86,14,690
2022,sch,rea,Regular,Hampton Falls,227,Lincoln Akerman School,20800,8,44849,< 10 %,27,18,55,73,27,708
2022,sch,sci,Regular,Hampton Falls,227,Lincoln Akerman School,20800,0,35 - 40,11,16,41,32,73,27,
2022,sch,sci,Regular,Hampton Falls,227,Lincoln Akerman School,20800,5,25 - 30,12,19,38,31,69,31,560
2022,sch,sci,Regular,Hampton Falls,227,Lincoln Akerman School,20800,8,44849,< 10 %,< 10 %,45,36,82,18,863
2022,sch,mat,Regular,Hanover,233,Bernice A. Ray School,20830,0,230 - 235,< 10 %,20,25,51,76,24,
2022,sch,mat,Regular,Hanover,233,Bernice A. Ray School,20830,3,70 - 75,< 10 %,15,28,51,79,21,456
2022,sch,mat,Regular,Hanover,233,Bernice A. Ray School,20830,4,75 - 80,< 10 %,25,22,49,71,29,490
2022,sch,mat,Regular,Hanover,233,Bernice A. Ray School,20830,5,80 - 85,< 10 %,19,25,51,76,24,525
2022,sch,rea,Regular,Hanover,233,Bernice A. Ray School,20830,0,230 - 235,< 10 %,10,34,50,84,16,
2022,sch,rea,Regular,Hanover,233,Bernice A. Ray School,20830,3,70 - 75,< 10 %,13,36,47,83,17,614
2022,sch,rea,Regular,Hanover,233,Bernice A. Ray School,20830,4,75 - 80,< 10 %,12,21,61,82,18,638
2022,sch,rea,Regular,Hanover,233,Bernice A. Ray School,20830,5,80 - 85,< 10 %,< 10 %,43,42,86,14,655
2022,sch,sci,Regular,Hanover,233,Bernice A. Ray School,20830,0,80 - 85,10,19,28,43,71,29,
2022,sch,sci,Regular,Hanover,233,Bernice A. Ray School,20830,5,80 - 85,10,19,28,43,71,29,562
2022,sch,mat,Regular,Harrisville,235,Wells Memorial School,21155,0,30 - 35,19,42,29,10,39,61,
2022,sch,mat,Regular,Harrisville,235,Wells Memorial School,21155,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Harrisville,235,Wells Memorial School,21155,4,44849,18,45,27,< 10 %,36,64,454
2022,sch,mat,Regular,Harrisville,235,Wells Memorial School,21155,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Harrisville,235,Wells Memorial School,21155,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Harrisville,235,Wells Memorial School,21155,0,30 - 35,17,13,43,27,70,30,
2022,sch,rea,Regular,Harrisville,235,Wells Memorial School,21155,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Harrisville,235,Wells Memorial School,21155,4,44849,< 10 %,27,36,27,64,36,615
2022,sch,rea,Regular,Harrisville,235,Wells Memorial School,21155,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Harrisville,235,Wells Memorial School,21155,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Harrisville,235,Wells Memorial School,21155,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Harrisville,235,Wells Memorial School,21155,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Haverhill Cooperative,238,Woodsville Elementary School,20905,0,30 - 35,29,32,26,13,39,61,
2022,sch,mat,Regular,Haverhill Cooperative,238,Woodsville Elementary School,20905,3,30 - 35,29,32,26,13,39,61,426
2022,sch,rea,Regular,Haverhill Cooperative,238,Woodsville Elementary School,20905,0,30 - 35,26,35,26,13,39,61,
2022,sch,rea,Regular,Haverhill Cooperative,238,Woodsville Elementary School,20905,3,30 - 35,26,35,26,13,39,61,576
2022,sch,mat,Regular,Haverhill Cooperative,238,Woodsville High School,20910,0,40 - 45,39,39,22,< 10 %,22,78,
2022,sch,mat,Regular,Haverhill Cooperative,238,Woodsville High School,20910,11,40 - 45,39,39,22,< 10 %,22,78,450
