yearid,Level of Data,Subject,DenominatorType,District,Discode,School,Schcode,Grade,NumberStudents,plevel1,plevel2,plevel3,plevel4,pAboveprof,pBelowProf,AvgScore
2022,sch,sci,Regular,Nashua,371,Sunset Heights School,21850,0,50 - 55,51,23,19,< 10 %,26,74,
2022,sch,sci,Regular,Nashua,371,Sunset Heights School,21850,5,50 - 55,51,23,19,< 10 %,26,74,543
2022,sch,mat,Regular,Nashua,371,Nashua High School South,21860,0,270 - 275,29,34,25,12,37,63,
2022,sch,mat,Regular,Nashua,371,Nashua High School South,21860,11,270 - 275,29,34,25,12,37,63,497
2022,sch,rea,Regular,Nashua,371,Nashua High School South,21860,0,270 - 275,22,18,43,16,59,41,
2022,sch,rea,Regular,Nashua,371,Nashua High School South,21860,11,270 - 275,22,18,43,16,59,41,509
2022,sch,sci,Regular,Nashua,371,Nashua High School South,21860,0,115 - 120,43,16,36,< 10 %,41,59,
2022,sch,sci,Regular,Nashua,371,Nashua High School South,21860,11,115 - 120,43,16,36,< 10 %,41,59,1150
2022,sch,mat,Regular,Nashua,371,Bicentennial Elementary School,21865,0,215 - 220,< 10 %,26,29,36,65,35,
2022,sch,mat,Regular,Nashua,371,Bicentennial Elementary School,21865,3,75 - 80,< 10 %,24,31,36,67,33,445
2022,sch,mat,Regular,Nashua,371,Bicentennial Elementary School,21865,4,70 - 75,< 10 %,25,36,33,69,31,479
2022,sch,mat,Regular,Nashua,371,Bicentennial Elementary School,21865,5,70 - 75,13,28,21,39,60,40,508
2022,sch,rea,Regular,Nashua,371,Bicentennial Elementary School,21865,0,215 - 220,22,24,31,23,54,46,
2022,sch,rea,Regular,Nashua,371,Bicentennial Elementary School,21865,3,70 - 75,27,31,24,18,42,58,578
2022,sch,rea,Regular,Nashua,371,Bicentennial Elementary School,21865,4,70 - 75,21,19,31,29,60,40,612
2022,sch,rea,Regular,Nashua,371,Bicentennial Elementary School,21865,5,70 - 75,17,22,38,24,61,39,631
2022,sch,sci,Regular,Nashua,371,Bicentennial Elementary School,21865,0,70 - 75,42,22,18,18,36,64,
2022,sch,sci,Regular,Nashua,371,Bicentennial Elementary School,21865,5,70 - 75,42,22,18,18,36,64,549
2022,sch,mat,Regular,Nashua,371,Fairgrounds Middle School,21875,0,495 - 500,45,28,15,12,27,73,
2022,sch,mat,Regular,Nashua,371,Fairgrounds Middle School,21875,6,170 - 175,39,31,18,12,30,70,489
2022,sch,mat,Regular,Nashua,371,Fairgrounds Middle School,21875,7,145 - 150,45,29,13,13,26,74,508
2022,sch,mat,Regular,Nashua,371,Fairgrounds Middle School,21875,8,175 - 180,50,24,13,12,26,74,531
2022,sch,rea,Regular,Nashua,371,Fairgrounds Middle School,21875,0,495 - 500,39,25,28,< 10 %,36,64,
2022,sch,rea,Regular,Nashua,371,Fairgrounds Middle School,21875,6,175 - 180,28,27,36,< 10 %,45,55,628
2022,sch,rea,Regular,Nashua,371,Fairgrounds Middle School,21875,7,145 - 150,46,21,22,11,33,67,621
2022,sch,rea,Regular,Nashua,371,Fairgrounds Middle School,21875,8,175 - 180,44,26,26,< 10 %,31,69,629
2022,sch,sci,Regular,Nashua,371,Fairgrounds Middle School,21875,0,175 - 180,64,11,22,< 10 %,26,74,
2022,sch,sci,Regular,Nashua,371,Fairgrounds Middle School,21875,8,175 - 180,64,11,22,< 10 %,26,74,840
2022,sch,mat,Regular,Nashua,371,Mt. Pleasant School,21885,0,120 - 125,58,26,12,< 10 %,17,83,
2022,sch,mat,Regular,Nashua,371,Mt. Pleasant School,21885,3,45 - 50,58,23,13,< 10 %,19,81,409
2022,sch,mat,Regular,Nashua,371,Mt. Pleasant School,21885,4,30 - 35,50,29,18,< 10 %,21,79,431
2022,sch,mat,Regular,Nashua,371,Mt. Pleasant School,21885,5,35 - 40,63,26,< 10 %,< 10 %,11,89,445
2022,sch,rea,Regular,Nashua,371,Mt. Pleasant School,21885,0,120 - 125,55,21,18,< 10 %,24,76,
2022,sch,rea,Regular,Nashua,371,Mt. Pleasant School,21885,3,45 - 50,54,27,13,< 10 %,19,81,553
2022,sch,rea,Regular,Nashua,371,Mt. Pleasant School,21885,4,30 - 35,68,12,15,< 10 %,21,79,559
2022,sch,rea,Regular,Nashua,371,Mt. Pleasant School,21885,5,35 - 40,46,21,28,< 10 %,33,67,592
2022,sch,sci,Regular,Nashua,371,Mt. Pleasant School,21885,0,35 - 40,79,10,< 10 %,< 10 %,10,90,
2022,sch,sci,Regular,Nashua,371,Mt. Pleasant School,21885,5,35 - 40,79,10,< 10 %,< 10 %,10,90,535
2022,sch,mat,Regular,Nashua,371,Elm Street Middle School,21890,0,815 - 820,50,28,14,< 10 %,23,77,
2022,sch,mat,Regular,Nashua,371,Elm Street Middle School,21890,6,270 - 275,44,31,16,< 10 %,25,75,479
2022,sch,mat,Regular,Nashua,371,Elm Street Middle School,21890,7,255 - 260,49,30,13,< 10 %,21,79,501
2022,sch,mat,Regular,Nashua,371,Elm Street Middle School,21890,8,285 - 290,56,22,13,< 10 %,22,78,523
2022,sch,rea,Regular,Nashua,371,Elm Street Middle School,21890,0,810 - 815,36,27,28,< 10 %,37,63,
2022,sch,rea,Regular,Nashua,371,Elm Street Middle School,21890,6,265 - 270,32,27,33,< 10 %,41,59,626
2022,sch,rea,Regular,Nashua,371,Elm Street Middle School,21890,7,255 - 260,34,29,28,< 10 %,36,64,625
2022,sch,rea,Regular,Nashua,371,Elm Street Middle School,21890,8,290 - 295,40,24,24,11,35,65,639
2022,sch,sci,Regular,Nashua,371,Elm Street Middle School,21890,0,280 - 285,61,19,15,< 10 %,20,80,
2022,sch,sci,Regular,Nashua,371,Elm Street Middle School,21890,8,280 - 285,61,19,15,< 10 %,20,80,840
2022,sch,mat,Regular,Nashua,371,Birch Hill Elementary School,21895,0,155 - 160,29,29,22,20,42,58,
2022,sch,mat,Regular,Nashua,371,Birch Hill Elementary School,21895,3,60 - 65,27,18,28,27,55,45,430
2022,sch,mat,Regular,Nashua,371,Birch Hill Elementary School,21895,4,45 - 50,38,29,23,10,33,67,446
2022,sch,mat,Regular,Nashua,371,Birch Hill Elementary School,21895,5,45 - 50,24,41,14,20,35,65,480
2022,sch,rea,Regular,Nashua,371,Birch Hill Elementary School,21895,0,155 - 160,35,23,29,13,42,58,
2022,sch,rea,Regular,Nashua,371,Birch Hill Elementary School,21895,3,60 - 65,33,25,25,17,42,58,572
2022,sch,rea,Regular,Nashua,371,Birch Hill Elementary School,21895,4,45 - 50,42,21,31,< 10 %,38,63,585
2022,sch,rea,Regular,Nashua,371,Birch Hill Elementary School,21895,5,45 - 50,29,23,31,17,48,52,615
2022,sch,sci,Regular,Nashua,371,Birch Hill Elementary School,21895,0,45 - 50,37,29,20,14,35,65,
2022,sch,sci,Regular,Nashua,371,Birch Hill Elementary School,21895,5,45 - 50,37,29,20,14,35,65,547
2022,sch,mat,Regular,Nashua,371,Ledge Street School,21915,0,175 - 180,66,24,< 10 %,< 10 %,10,90,
2022,sch,mat,Regular,Nashua,371,Ledge Street School,21915,3,40 - 45,65,23,12,< 10 %,12,88,401
2022,sch,mat,Regular,Nashua,371,Ledge Street School,21915,4,65 - 70,70,26,< 10 %,< 10 %,< 10 %,> 90 %,405
2022,sch,mat,Regular,Nashua,371,Ledge Street School,21915,5,65 - 70,63,24,< 10 %,< 10 %,13,87,443
2022,sch,rea,Regular,Nashua,371,Ledge Street School,21915,0,170 - 175,55,24,15,< 10 %,21,79,
2022,sch,rea,Regular,Nashua,371,Ledge Street School,21915,3,40 - 45,59,32,< 10 %,< 10 %,10,90,545
2022,sch,rea,Regular,Nashua,371,Ledge Street School,21915,4,65 - 70,69,18,< 10 %,< 10 %,12,88,557
2022,sch,rea,Regular,Nashua,371,Ledge Street School,21915,5,60 - 65,39,23,27,11,38,63,603
2022,sch,sci,Regular,Nashua,371,Ledge Street School,21915,0,65 - 70,68,16,< 10 %,< 10 %,16,84,
2022,sch,sci,Regular,Nashua,371,Ledge Street School,21915,5,65 - 70,68,16,< 10 %,< 10 %,16,84,540
2022,sch,mat,Regular,Nashua,371,Broad Street Elementary School,21925,0,110 - 115,31,26,20,23,43,57,
2022,sch,mat,Regular,Nashua,371,Broad Street Elementary School,21925,3,30 - 35,23,29,26,23,48,52,430
2022,sch,mat,Regular,Nashua,371,Broad Street Elementary School,21925,4,40 - 45,39,29,15,17,32,68,447
2022,sch,mat,Regular,Nashua,371,Broad Street Elementary School,21925,5,35 - 40,28,21,21,31,51,49,496
2022,sch,rea,Regular,Nashua,371,Broad Street Elementary School,21925,0,110 - 115,29,16,34,21,55,45,
2022,sch,rea,Regular,Nashua,371,Broad Street Elementary School,21925,3,30 - 35,29,19,35,16,52,48,577
2022,sch,rea,Regular,Nashua,371,Broad Street Elementary School,21925,4,40 - 45,46,24,15,15,29,71,583
2022,sch,rea,Regular,Nashua,371,Broad Street Elementary School,21925,5,35 - 40,10,< 10 %,54,31,85,15,641
2022,sch,sci,Regular,Nashua,371,Broad Street Elementary School,21925,0,35 - 40,29,16,45,11,55,45,
2022,sch,sci,Regular,Nashua,371,Broad Street Elementary School,21925,5,35 - 40,29,16,45,11,55,45,552
2022,sch,mat,Regular,Nashua,371,Charlotte Ave Elementary School,21930,0,160 - 165,20,24,37,19,56,44,
2022,sch,mat,Regular,Nashua,371,Charlotte Ave Elementary School,21930,3,55 - 60,21,21,36,22,59,41,434
2022,sch,mat,Regular,Nashua,371,Charlotte Ave Elementary School,21930,4,40 - 45,16,18,48,18,66,34,468
2022,sch,mat,Regular,Nashua,371,Charlotte Ave Elementary School,21930,5,55 - 60,24,31,29,17,46,54,488
2022,sch,rea,Regular,Nashua,371,Charlotte Ave Elementary School,21930,0,160 - 165,27,23,34,16,50,50,
2022,sch,rea,Regular,Nashua,371,Charlotte Ave Elementary School,21930,3,55 - 60,29,28,29,14,43,57,575
2022,sch,rea,Regular,Nashua,371,Charlotte Ave Elementary School,21930,4,40 - 45,27,23,25,25,50,50,600
2022,sch,rea,Regular,Nashua,371,Charlotte Ave Elementary School,21930,5,55 - 60,25,19,46,10,56,44,618
2022,sch,sci,Regular,Nashua,371,Charlotte Ave Elementary School,21930,0,55 - 60,39,27,17,17,34,66,
2022,sch,sci,Regular,Nashua,371,Charlotte Ave Elementary School,21930,5,55 - 60,39,27,17,17,34,66,548
2022,sch,mat,Regular,Nashua,371,Main Dunstable School,21935,0,200 - 205,20,17,30,33,63,37,
2022,sch,mat,Regular,Nashua,371,Main Dunstable School,21935,3,75 - 80,15,15,36,35,71,29,445
2022,sch,mat,Regular,Nashua,371,Main Dunstable School,21935,4,65 - 70,22,18,33,27,60,40,464
2022,sch,mat,Regular,Nashua,371,Main Dunstable School,21935,5,60 - 65,25,20,18,38,56,44,500
2022,sch,rea,Regular,Nashua,371,Main Dunstable School,21935,0,200 - 205,22,20,28,30,58,42,
2022,sch,rea,Regular,Nashua,371,Main Dunstable School,21935,3,70 - 75,18,20,30,32,62,38,597
2022,sch,rea,Regular,Nashua,371,Main Dunstable School,21935,4,65 - 70,28,27,15,30,45,55,602
2022,sch,rea,Regular,Nashua,371,Main Dunstable School,21935,5,60 - 65,20,13,39,28,67,33,635
2022,sch,sci,Regular,Nashua,371,Main Dunstable School,21935,0,60 - 65,33,13,41,13,54,46,
2022,sch,sci,Regular,Nashua,371,Main Dunstable School,21935,5,60 - 65,33,13,41,13,54,46,551
2022,sch,mat,Regular,Nashua,371,Amherst Street School,21940,0,110 - 115,50,35,13,< 10 %,14,86,
2022,sch,mat,Regular,Nashua,371,Amherst Street School,21940,3,40 - 45,50,40,10,< 10 %,10,90,409
2022,sch,mat,Regular,Nashua,371,Amherst Street School,21940,4,35 - 40,46,34,14,< 10 %,20,80,433
2022,sch,mat,Regular,Nashua,371,Amherst Street School,21940,5,35 - 40,56,31,14,< 10 %,14,86,452
2022,sch,rea,Regular,Nashua,371,Amherst Street School,21940,0,110 - 115,49,30,18,< 10 %,22,78,
2022,sch,rea,Regular,Nashua,371,Amherst Street School,21940,3,40 - 45,45,35,15,< 10 %,20,80,557
2022,sch,rea,Regular,Nashua,371,Amherst Street School,21940,4,35 - 40,57,17,23,< 10 %,26,74,573
2022,sch,rea,Regular,Nashua,371,Amherst Street School,21940,5,35 - 40,44,36,17,< 10 %,19,81,595
2022,sch,sci,Regular,Nashua,371,Amherst Street School,21940,0,35 - 40,56,28,14,< 10 %,17,83,
2022,sch,sci,Regular,Nashua,371,Amherst Street School,21940,5,35 - 40,56,28,14,< 10 %,17,83,541
2022,sch,mat,Regular,Nashua,371,Nashua High School North,27960,0,220 - 225,33,38,25,< 10 %,29,71,
2022,sch,mat,Regular,Nashua,371,Nashua High School North,27960,11,220 - 225,33,38,25,< 10 %,29,71,468
2022,sch,rea,Regular,Nashua,371,Nashua High School North,27960,0,220 - 225,20,23,47,10,57,43,
2022,sch,rea,Regular,Nashua,371,Nashua High School North,27960,11,220 - 225,20,23,47,10,57,43,500
2022,sch,sci,Regular,Nashua,371,Nashua High School North,27960,0,105 - 110,31,17,49,< 10 %,52,48,
2022,sch,sci,Regular,Nashua,371,Nashua High School North,27960,11,105 - 110,31,17,49,< 10 %,52,48,1153
2022,sch,mat,Regular,Nelson,375,Nelson Elementary School,21215,0,30 - 35,< 10 %,21,29,44,74,26,
2022,sch,mat,Regular,Nelson,375,Nelson Elementary School,21215,3,44849,< 10 %,31,46,23,69,31,442
2022,sch,mat,Regular,Nelson,375,Nelson Elementary School,21215,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Nelson,375,Nelson Elementary School,21215,5,44849,15,23,23,38,62,38,505
2022,sch,rea,Regular,Nelson,375,Nelson Elementary School,21215,0,30 - 35,18,32,24,26,50,50,
2022,sch,rea,Regular,Nelson,375,Nelson Elementary School,21215,3,44849,15,54,< 10 %,23,31,69,578
2022,sch,rea,Regular,Nelson,375,Nelson Elementary School,21215,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Nelson,375,Nelson Elementary School,21215,5,44849,31,31,23,15,38,62,619
2022,sch,sci,Regular,Nelson,375,Nelson Elementary School,21215,0,44849,38,23,15,23,38,62,
2022,sch,sci,Regular,Nelson,375,Nelson Elementary School,21215,5,44849,38,23,15,23,38,62,551
2022,sch,mat,Regular,New Boston,377,New Boston Central School,20715,0,300 - 305,10,26,35,29,64,36,
2022,sch,mat,Regular,New Boston,377,New Boston Central School,20715,3,80 - 85,12,16,46,26,72,28,441
2022,sch,mat,Regular,New Boston,377,New Boston Central School,20715,4,65 - 70,< 10 %,15,36,47,83,17,490
2022,sch,mat,Regular,New Boston,377,New Boston Central School,20715,5,90 - 95,15,36,22,27,49,51,495
2022,sch,mat,Regular,New Boston,377,New Boston Central School,20715,6,60 - 65,10,37,37,17,54,46,519
2022,sch,rea,Regular,New Boston,377,New Boston Central School,20715,0,300 - 305,13,16,42,29,71,29,
2022,sch,rea,Regular,New Boston,377,New Boston Central School,20715,3,80 - 85,13,24,34,28,62,38,592
2022,sch,rea,Regular,New Boston,377,New Boston Central School,20715,4,65 - 70,17,20,21,42,64,36,622
2022,sch,rea,Regular,New Boston,377,New Boston Central School,20715,5,90 - 95,15,< 10 %,52,24,76,24,639
2022,sch,rea,Regular,New Boston,377,New Boston Central School,20715,6,60 - 65,< 10 %,13,59,22,81,19,665
2022,sch,sci,Regular,New Boston,377,New Boston Central School,20715,0,90 - 95,22,25,29,24,53,47,
2022,sch,sci,Regular,New Boston,377,New Boston Central School,20715,5,90 - 95,22,25,29,24,53,47,555
2022,sch,mat,Regular,New Castle,381,Maude H. Trefethen School,22455,0,15 - 20,< 10 %,< 10 %,25,69,> 90 %,< 10 %,
2022,sch,mat,Regular,New Castle,381,Maude H. Trefethen School,22455,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,New Castle,381,Maude H. Trefethen School,22455,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,New Castle,381,Maude H. Trefethen School,22455,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,New Castle,381,Maude H. Trefethen School,22455,0,15 - 20,< 10 %,< 10 %,19,75,> 90 %,< 10 %,
2022,sch,rea,Regular,New Castle,381,Maude H. Trefethen School,22455,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,New Castle,381,Maude H. Trefethen School,22455,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,New Castle,381,Maude H. Trefethen School,22455,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,New Castle,381,Maude H. Trefethen School,22455,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,New Castle,381,Maude H. Trefethen School,22455,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Newfields,387,Newfields Elementary School,20610,0,55 - 60,22,38,24,16,40,60,
2022,sch,mat,Regular,Newfields,387,Newfields Elementary School,20610,3,15 - 20,13,40,33,13,47,53,429
2022,sch,mat,Regular,Newfields,387,Newfields Elementary School,20610,4,20 - 25,32,32,18,18,36,64,445
2022,sch,mat,Regular,Newfields,387,Newfields Elementary School,20610,5,15 - 20,17,44,22,17,39,61,490
2022,sch,rea,Regular,Newfields,387,Newfields Elementary School,20610,0,55 - 60,16,18,31,35,65,35,
2022,sch,rea,Regular,Newfields,387,Newfields Elementary School,20610,3,15 - 20,< 10 %,33,27,33,60,40,596
2022,sch,rea,Regular,Newfields,387,Newfields Elementary School,20610,4,20 - 25,32,14,23,32,55,45,603
2022,sch,rea,Regular,Newfields,387,Newfields Elementary School,20610,5,15 - 20,< 10 %,11,44,39,83,17,648
2022,sch,sci,Regular,Newfields,387,Newfields Elementary School,20610,0,15 - 20,28,17,39,17,56,44,
2022,sch,sci,Regular,Newfields,387,Newfields Elementary School,20610,5,15 - 20,28,17,39,17,56,44,553
2022,sch,mat,Regular,Newfound Area ,388,Newfound Regional High School,20085,0,65 - 70,20,48,27,< 10 %,32,68,
2022,sch,mat,Regular,Newfound Area ,388,Newfound Regional High School,20085,11,65 - 70,20,48,27,< 10 %,32,68,482
2022,sch,rea,Regular,Newfound Area ,388,Newfound Regional High School,20085,0,65 - 70,20,27,39,14,53,47,
2022,sch,rea,Regular,Newfound Area ,388,Newfound Regional High School,20085,11,65 - 70,20,27,39,14,53,47,498
2022,sch,sci,Regular,Newfound Area ,388,Newfound Regional High School,20085,0,60 - 65,47,16,33,< 10 %,38,63,
2022,sch,sci,Regular,Newfound Area ,388,Newfound Regional High School,20085,11,60 - 65,47,16,33,< 10 %,38,63,1150
2022,sch,mat,Regular,Newfound Area ,388,Bristol Elementary School,20090,0,100 - 105,19,35,29,17,46,54,
2022,sch,mat,Regular,Newfound Area ,388,Bristol Elementary School,20090,3,25 - 30,14,31,38,17,55,45,436
2022,sch,mat,Regular,Newfound Area ,388,Bristol Elementary School,20090,4,30 - 35,19,38,28,16,44,56,458
2022,sch,mat,Regular,Newfound Area ,388,Bristol Elementary School,20090,5,40 - 45,23,35,23,19,42,58,489
2022,sch,rea,Regular,Newfound Area ,388,Bristol Elementary School,20090,0,100 - 105,19,23,43,14,58,42,
2022,sch,rea,Regular,Newfound Area ,388,Bristol Elementary School,20090,3,25 - 30,< 10 %,28,45,21,66,34,590
2022,sch,rea,Regular,Newfound Area ,388,Bristol Elementary School,20090,4,30 - 35,28,25,31,16,47,53,598
2022,sch,rea,Regular,Newfound Area ,388,Bristol Elementary School,20090,5,40 - 45,21,19,51,< 10 %,60,40,621
2022,sch,sci,Regular,Newfound Area ,388,Bristol Elementary School,20090,0,40 - 45,37,23,30,< 10 %,40,60,
2022,sch,sci,Regular,Newfound Area ,388,Bristol Elementary School,20090,5,40 - 45,37,23,30,< 10 %,40,60,549
2022,sch,mat,Regular,Newfound Area ,388,Danbury Elementary School,20095,0,25 - 30,17,34,41,< 10 %,48,52,
2022,sch,mat,Regular,Newfound Area ,388,Danbury Elementary School,20095,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Newfound Area ,388,Danbury Elementary School,20095,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Newfound Area ,388,Danbury Elementary School,20095,5,44849,23,38,31,< 10 %,38,62,484
2022,sch,rea,Regular,Newfound Area ,388,Danbury Elementary School,20095,0,25 - 30,21,28,34,17,52,48,
2022,sch,rea,Regular,Newfound Area ,388,Danbury Elementary School,20095,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Newfound Area ,388,Danbury Elementary School,20095,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Newfound Area ,388,Danbury Elementary School,20095,5,44849,23,23,46,< 10 %,54,46,616
2022,sch,sci,Regular,Newfound Area ,388,Danbury Elementary School,20095,0,44849,38,31,23,< 10 %,31,69,
2022,sch,sci,Regular,Newfound Area ,388,Danbury Elementary School,20095,5,44849,38,31,23,< 10 %,31,69,548
2022,sch,mat,Regular,Newfound Area ,388,New Hampton Community School,20105,0,45 - 50,29,15,29,27,56,44,
2022,sch,mat,Regular,Newfound Area ,388,New Hampton Community School,20105,3,44849,< 10 %,21,21,50,71,29,452
2022,sch,mat,Regular,Newfound Area ,388,New Hampton Community School,20105,4,15 - 20,19,19,56,< 10 %,63,38,459
2022,sch,mat,Regular,Newfound Area ,388,New Hampton Community School,20105,5,15 - 20,56,< 10 %,11,28,39,61,459
2022,sch,rea,Regular,Newfound Area ,388,New Hampton Community School,20105,0,45 - 50,19,21,26,34,60,40,
2022,sch,rea,Regular,Newfound Area ,388,New Hampton Community School,20105,3,44849,< 10 %,36,21,36,57,43,600
2022,sch,rea,Regular,Newfound Area ,388,New Hampton Community School,20105,4,15 - 20,< 10 %,25,25,44,69,31,622
2022,sch,rea,Regular,Newfound Area ,388,New Hampton Community School,20105,5,15 - 20,41,< 10 %,29,24,53,47,625
2022,sch,sci,Regular,Newfound Area ,388,New Hampton Community School,20105,0,15 - 20,47,18,12,24,35,65,
2022,sch,sci,Regular,Newfound Area ,388,New Hampton Community School,20105,5,15 - 20,47,18,12,24,35,65,548
2022,sch,mat,Regular,Newfound Area ,388,Newfound Memorial Middle School,26680,0,240 - 245,25,36,24,15,39,61,
2022,sch,mat,Regular,Newfound Area ,388,Newfound Memorial Middle School,26680,6,70 - 75,13,39,27,21,49,51,517
2022,sch,mat,Regular,Newfound Area ,388,Newfound Memorial Middle School,26680,7,95 - 100,28,29,29,13,42,58,535
2022,sch,mat,Regular,Newfound Area ,388,Newfound Memorial Middle School,26680,8,75 - 80,32,42,13,13,26,74,561
2022,sch,rea,Regular,Newfound Area ,388,Newfound Memorial Middle School,26680,0,240 - 245,19,27,41,13,54,46,
2022,sch,rea,Regular,Newfound Area ,388,Newfound Memorial Middle School,26680,6,70 - 75,< 10 %,21,51,20,71,29,661
2022,sch,rea,Regular,Newfound Area ,388,Newfound Memorial Middle School,26680,7,90 - 95,20,24,49,< 10 %,55,45,643
2022,sch,rea,Regular,Newfound Area ,388,Newfound Memorial Middle School,26680,8,75 - 80,29,35,22,14,36,64,652
2022,sch,sci,Regular,Newfound Area ,388,Newfound Memorial Middle School,26680,0,75 - 80,45,21,29,< 10 %,34,66,
2022,sch,sci,Regular,Newfound Area ,388,Newfound Memorial Middle School,26680,8,75 - 80,45,21,29,< 10 %,34,66,847
2022,sch,mat,Regular,Newfound Area ,388,Bridgewater-Hebron Village School,27685,0,55 - 60,11,24,33,33,65,35,
2022,sch,mat,Regular,Newfound Area ,388,Bridgewater-Hebron Village School,27685,3,15 - 20,11,11,37,42,79,21,449
2022,sch,mat,Regular,Newfound Area ,388,Bridgewater-Hebron Village School,27685,4,15 - 20,12,35,29,24,53,47,465
2022,sch,mat,Regular,Newfound Area ,388,Bridgewater-Hebron Village School,27685,5,15 - 20,11,26,32,32,63,37,504
2022,sch,rea,Regular,Newfound Area ,388,Bridgewater-Hebron Village School,27685,0,55 - 60,< 10 %,16,49,27,76,24,
2022,sch,rea,Regular,Newfound Area ,388,Bridgewater-Hebron Village School,27685,3,15 - 20,16,16,42,26,68,32,596
2022,sch,rea,Regular,Newfound Area ,388,Bridgewater-Hebron Village School,27685,4,15 - 20,< 10 %,24,53,24,76,24,620
2022,sch,rea,Regular,Newfound Area ,388,Bridgewater-Hebron Village School,27685,5,15 - 20,< 10 %,11,53,32,84,16,650
2022,sch,sci,Regular,Newfound Area ,388,Bridgewater-Hebron Village School,27685,0,15 - 20,16,37,21,26,47,53,
2022,sch,sci,Regular,Newfound Area ,388,Bridgewater-Hebron Village School,27685,5,15 - 20,16,37,21,26,47,53,555
2022,sch,mat,Regular,Newington,391,Newington Public School,22465,0,20 - 25,< 10 %,23,50,23,73,27,
2022,sch,mat,Regular,Newington,391,Newington Public School,22465,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Newington,391,Newington Public School,22465,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Newington,391,Newington Public School,22465,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Newington,391,Newington Public School,22465,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Newington,391,Newington Public School,22465,0,20 - 25,13,17,26,43,70,30,
2022,sch,rea,Regular,Newington,391,Newington Public School,22465,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Newington,391,Newington Public School,22465,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Newington,391,Newington Public School,22465,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Newington,391,Newington Public School,22465,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Newington,391,Newington Public School,22465,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Newington,391,Newington Public School,22465,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Newmarket,399,Newmarket Elementary School,21300,0,215 - 220,12,30,31,27,59,41,
2022,sch,mat,Regular,Newmarket,399,Newmarket Elementary School,21300,3,75 - 80,10,24,33,32,65,35,441
2022,sch,mat,Regular,Newmarket,399,Newmarket Elementary School,21300,4,70 - 75,11,35,32,22,54,46,465
2022,sch,mat,Regular,Newmarket,399,Newmarket Elementary School,21300,5,60 - 65,14,30,28,28,56,44,497
2022,sch,rea,Regular,Newmarket,399,Newmarket Elementary School,21300,0,210 - 215,14,25,38,23,61,39,
