yearid,replevel,subject,DenominatorType,disname,discode,schname,schcode,grade,NumberStudents,plevel1,plevel2,plevel3,plevel4,pAboveprof,pBelowProf,AvgScore
2019,sch,mat,95Percent,Alton,15,Alton Central School (Elem),22480,0,245 - 250,30,33,22,13,35,63,NULL
2019,sch,mat,95Percent,Alton,15,Alton Central School (Elem),22480,3,30 - 35,30,20,47,<10,50,50,427
2019,sch,mat,95Percent,Alton,15,Alton Central School (Elem),22480,4,50 - 55,23,35,27,15,42,58,453
2019,sch,mat,95Percent,Alton,15,Alton Central School (Elem),22480,5,35 - 40,49,32,13,<10,19,81,465
2019,sch,mat,95Percent,Alton,15,Alton Central School (Elem),22480,6,40 - 45,30,53,<10,<10,16,82,494
2019,sch,mat,95Percent,Alton,15,Alton Central School (Elem),22480,7,40 - 45,32,30,16,14,30,62,523
2019,sch,mat,95Percent,Alton,15,Alton Central School (Elem),22480,8,40 - 45,19,23,25,23,48,42,579
2019,sch,rea,95Percent,Alton,15,Alton Central School (Elem),22480,0,245 - 250,28,27,33,10,43,54,NULL
2019,sch,rea,95Percent,Alton,15,Alton Central School (Elem),22480,3,30 - 35,30,37,27,<10,33,67,575
2019,sch,rea,95Percent,Alton,15,Alton Central School (Elem),22480,4,50 - 55,33,21,27,19,46,54,599
2019,sch,rea,95Percent,Alton,15,Alton Central School (Elem),22480,5,35 - 40,30,22,40,<10,49,51,616
2019,sch,rea,95Percent,Alton,15,Alton Central School (Elem),22480,6,40 - 45,25,30,34,<10,43,55,627
2019,sch,rea,95Percent,Alton,15,Alton Central School (Elem),22480,7,40 - 45,18,34,30,<10,39,53,637
2019,sch,rea,95Percent,Alton,15,Alton Central School (Elem),22480,8,40 - 45,29,19,36,<10,42,48,650
2019,sch,sci,95Percent,Alton,15,Alton Central School (Elem),22480,0,80 - 85,41,26,21,<10,27,67,NULL
2019,sch,sci,95Percent,Alton,15,Alton Central School (Elem),22480,5,35 - 40,46,27,24,<10,27,73,543
2019,sch,sci,95Percent,Alton,15,Alton Central School (Elem),22480,8,40 - 45,38,25,19,<10,27,63,848
2019,sch,mat,95Percent,Amherst,17,Amherst Middle School,21745,0,620 - 625,<10,22,45,26,71,29,NULL
2019,sch,mat,95Percent,Amherst,17,Amherst Middle School,21745,5,145 - 150,<10,22,49,22,71,29,454
2019,sch,mat,95Percent,Amherst,17,Amherst Middle School,21745,6,140 - 145,<10,28,48,21,70,31,390
2019,sch,mat,95Percent,Amherst,17,Amherst Middle School,21745,7,160 - 165,<10,14,60,23,83,17,422
2019,sch,mat,95Percent,Amherst,17,Amherst Middle School,21745,8,170 - 175,15,24,24,36,61,39,602
2019,sch,rea,95Percent,Amherst,17,Amherst Middle School,21745,0,620 - 625,<10,23,59,13,72,28,NULL
2019,sch,rea,95Percent,Amherst,17,Amherst Middle School,21745,5,145 - 150,<10,23,59,14,73,27,NULL
2019,sch,rea,95Percent,Amherst,17,Amherst Middle School,21745,6,140 - 145,<10,20,72,<10,77,23,NULL
2019,sch,rea,95Percent,Amherst,17,Amherst Middle School,21745,7,160 - 165,<10,24,64,12,76,24,NULL
2019,sch,rea,95Percent,Amherst,17,Amherst Middle School,21745,8,170 - 175,13,24,44,20,64,36,673
2019,sch,sci,95Percent,Amherst,17,Amherst Middle School,21745,0,320 - 325,12,22,53,13,66,34,NULL
2019,sch,sci,95Percent,Amherst,17,Amherst Middle School,21745,5,145 - 150,22,29,30,20,50,50,554
2019,sch,sci,95Percent,Amherst,17,Amherst Middle School,21745,8,175 - 180,<10,17,72,<10,79,21,NULL
2019,sch,mat,95Percent,Amherst,17,Clark-Wilkins School,21750,0,245 - 250,11,28,38,23,61,39,NULL
2019,sch,mat,95Percent,Amherst,17,Clark-Wilkins School,21750,3,115 - 120,15,14,39,33,72,28,442
2019,sch,mat,95Percent,Amherst,17,Clark-Wilkins School,21750,4,130 - 135,<10,41,36,15,52,48,464
2019,sch,rea,95Percent,Amherst,17,Clark-Wilkins School,21750,0,245 - 250,15,23,29,33,62,38,NULL
2019,sch,rea,95Percent,Amherst,17,Clark-Wilkins School,21750,3,115 - 120,<10,29,32,29,61,39,597
2019,sch,rea,95Percent,Amherst,17,Clark-Wilkins School,21750,4,130 - 135,20,18,27,36,63,37,619
2019,sch,mat,95Percent,Andover,19,Andover Elementary School,22130,0,165 - 170,18,40,30,13,43,57,NULL
2019,sch,mat,95Percent,Andover,19,Andover Elementary School,22130,3,30 - 35,13,17,43,27,70,30,437
2019,sch,mat,95Percent,Andover,19,Andover Elementary School,22130,4,20 - 25,<10,42,42,13,54,46,468
2019,sch,mat,95Percent,Andover,19,Andover Elementary School,22130,5,35 - 40,31,47,19,<10,22,78,472
2019,sch,mat,95Percent,Andover,19,Andover Elementary School,22130,6,25 - 30,22,37,30,11,41,59,511
2019,sch,mat,95Percent,Andover,19,Andover Elementary School,22130,7,25 - 30,<10,52,21,21,41,59,550
2019,sch,mat,95Percent,Andover,19,Andover Elementary School,22130,8,20 - 25,29,43,29,<10,29,71,561
2019,sch,rea,95Percent,Andover,19,Andover Elementary School,22130,0,165 - 170,13,20,49,19,68,32,NULL
2019,sch,rea,95Percent,Andover,19,Andover Elementary School,22130,3,30 - 35,<10,23,40,30,70,30,602
2019,sch,rea,95Percent,Andover,19,Andover Elementary School,22130,4,20 - 25,29,33,21,17,38,63,606
2019,sch,rea,95Percent,Andover,19,Andover Elementary School,22130,5,35 - 40,25,14,44,17,61,39,628
2019,sch,rea,95Percent,Andover,19,Andover Elementary School,22130,6,25 - 30,<10,26,59,15,74,26,657
2019,sch,rea,95Percent,Andover,19,Andover Elementary School,22130,7,25 - 30,<10,<10,69,24,>90,<10,676
2019,sch,rea,95Percent,Andover,19,Andover Elementary School,22130,8,20 - 25,14,19,62,<10,67,33,670
2019,sch,sci,95Percent,Andover,19,Andover Elementary School,22130,0,55 - 60,32,33,25,11,35,65,NULL
2019,sch,sci,95Percent,Andover,19,Andover Elementary School,22130,5,35 - 40,28,36,22,14,36,64,550
2019,sch,sci,95Percent,Andover,19,Andover Elementary School,22130,8,20 - 25,38,29,29,<10,33,67,849
2019,sch,mat,95Percent,Ashland,23,Ashland Elementary School,20010,0,75 - 80,30,34,23,13,36,64,NULL
2019,sch,mat,95Percent,Ashland,23,Ashland Elementary School,20010,3,15 - 20,50,19,25,<10,31,69,413
2019,sch,mat,95Percent,Ashland,23,Ashland Elementary School,20010,4,15-Oct,<10,49,32,<10,40,57,454
2019,sch,mat,95Percent,Ashland,23,Ashland Elementary School,20010,5,15-Oct,57,32,<10,<10,<10,89,461
2019,sch,mat,95Percent,Ashland,23,Ashland Elementary School,20010,6,15-Oct,<10,24,49,16,65,32,517
2019,sch,mat,95Percent,Ashland,23,Ashland Elementary School,20010,7,15 - 20,23,35,18,23,41,58,551
2019,sch,mat,95Percent,Ashland,23,Ashland Elementary School,20010,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2019,sch,rea,95Percent,Ashland,23,Ashland Elementary School,20010,0,75 - 80,18,19,40,22,62,38,NULL
2019,sch,rea,95Percent,Ashland,23,Ashland Elementary School,20010,3,15 - 20,31,31,19,19,38,63,574
2019,sch,rea,95Percent,Ashland,23,Ashland Elementary School,20010,4,15-Oct,16,<10,32,40,73,24,621
2019,sch,rea,95Percent,Ashland,23,Ashland Elementary School,20010,5,15-Oct,<10,24,57,<10,65,32,631
2019,sch,rea,95Percent,Ashland,23,Ashland Elementary School,20010,6,15-Oct,24,<10,49,16,65,32,643
2019,sch,rea,95Percent,Ashland,23,Ashland Elementary School,20010,7,15 - 20,18,12,53,18,70,29,655
2019,sch,rea,95Percent,Ashland,23,Ashland Elementary School,20010,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2019,sch,sci,95Percent,Ashland,23,Ashland Elementary School,20010,0,20 - 25,30,30,35,<10,40,60,NULL
2019,sch,sci,95Percent,Ashland,23,Ashland Elementary School,20010,5,15-Oct,24,32,40,<10,40,57,550
2019,sch,sci,95Percent,Ashland,23,Ashland Elementary School,20010,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2019,sch,mat,95Percent,Auburn,29,Auburn Village School,20530,0,405 - 410,12,25,37,27,63,37,NULL
2019,sch,mat,95Percent,Auburn,29,Auburn Village School,20530,3,60 - 65,15,11,40,34,74,26,441
2019,sch,mat,95Percent,Auburn,29,Auburn Village School,20530,4,70 - 75,11,32,37,20,56,44,463
2019,sch,mat,95Percent,Auburn,29,Auburn Village School,20530,5,55 - 60,<10,35,31,25,56,44,499
2019,sch,mat,95Percent,Auburn,29,Auburn Village School,20530,6,70 - 75,11,26,47,15,63,38,524
2019,sch,mat,95Percent,Auburn,29,Auburn Village School,20530,7,80 - 85,10,23,33,35,68,33,565
2019,sch,mat,95Percent,Auburn,29,Auburn Village School,20530,8,65 - 70,15,22,32,31,63,37,601
2019,sch,rea,95Percent,Auburn,29,Auburn Village School,20530,0,405 - 410,14,22,45,19,65,35,NULL
2019,sch,rea,95Percent,Auburn,29,Auburn Village School,20530,3,60 - 65,19,23,32,26,58,42,593
2019,sch,rea,95Percent,Auburn,29,Auburn Village School,20530,4,70 - 75,20,14,34,32,66,34,612
2019,sch,rea,95Percent,Auburn,29,Auburn Village School,20530,5,55 - 60,11,22,53,15,67,33,633
2019,sch,rea,95Percent,Auburn,29,Auburn Village School,20530,6,70 - 75,<10,21,54,17,71,29,657
2019,sch,rea,95Percent,Auburn,29,Auburn Village School,20530,7,80 - 85,13,23,51,14,65,35,656
2019,sch,rea,95Percent,Auburn,29,Auburn Village School,20530,8,65 - 70,11,29,48,12,60,40,669
2019,sch,sci,95Percent,Auburn,29,Auburn Village School,20530,0,120 - 125,27,35,32,<10,38,62,NULL
2019,sch,sci,95Percent,Auburn,29,Auburn Village School,20530,5,55 - 60,18,36,40,<10,45,55,551
2019,sch,sci,95Percent,Auburn,29,Auburn Village School,20530,8,65 - 70,34,34,25,<10,32,68,849
2019,sch,mat,95Percent,Barnstead,31,Barnstead Elementary School,22485,0,280 - 285,33,30,25,13,38,62,NULL
2019,sch,mat,95Percent,Barnstead,31,Barnstead Elementary School,22485,3,50 - 55,30,24,40,<10,46,54,422
2019,sch,mat,95Percent,Barnstead,31,Barnstead Elementary School,22485,4,45 - 50,15,38,33,15,48,52,458
2019,sch,mat,95Percent,Barnstead,31,Barnstead Elementary School,22485,5,50 - 55,43,34,21,<10,23,77,462
2019,sch,mat,95Percent,Barnstead,31,Barnstead Elementary School,22485,6,30 - 35,29,29,24,18,41,59,509
2019,sch,mat,95Percent,Barnstead,31,Barnstead Elementary School,22485,7,45 - 50,22,35,15,28,43,57,550
2019,sch,mat,95Percent,Barnstead,31,Barnstead Elementary School,22485,8,50 - 55,52,19,15,13,29,71,548
2019,sch,rea,95Percent,Barnstead,31,Barnstead Elementary School,22485,0,280 - 285,32,24,33,11,44,56,NULL
2019,sch,rea,95Percent,Barnstead,31,Barnstead Elementary School,22485,3,50 - 55,42,24,22,12,34,66,567
2019,sch,rea,95Percent,Barnstead,31,Barnstead Elementary School,22485,4,45 - 50,46,17,25,13,38,63,587
2019,sch,rea,95Percent,Barnstead,31,Barnstead Elementary School,22485,5,50 - 55,32,25,38,<10,43,57,612
2019,sch,rea,95Percent,Barnstead,31,Barnstead Elementary School,22485,6,30 - 35,26,26,32,15,47,53,636
2019,sch,rea,95Percent,Barnstead,31,Barnstead Elementary School,22485,7,45 - 50,15,17,52,15,67,33,657
2019,sch,rea,95Percent,Barnstead,31,Barnstead Elementary School,22485,8,50 - 55,27,35,31,<10,37,62,646
2019,sch,sci,95Percent,Barnstead,31,Barnstead Elementary School,22485,0,100 - 105,56,19,20,<10,25,75,NULL
2019,sch,sci,95Percent,Barnstead,31,Barnstead Elementary School,22485,5,50 - 55,58,15,23,<10,26,74,542
2019,sch,sci,95Percent,Barnstead,31,Barnstead Elementary School,22485,8,50 - 55,53,23,18,<10,23,76,845
2019,sch,mat,95Percent,Barrington,33,Barrington Elementary School,22045,0,190 - 195,21,27,32,20,52,48,NULL
2019,sch,mat,95Percent,Barrington,33,Barrington Elementary School,22045,3,90 - 95,19,19,35,26,61,39,435
2019,sch,mat,95Percent,Barrington,33,Barrington Elementary School,22045,4,100 - 105,23,34,28,15,43,57,456
2019,sch,rea,95Percent,Barrington,33,Barrington Elementary School,22045,0,190 - 195,26,22,31,22,53,47,NULL
2019,sch,rea,95Percent,Barrington,33,Barrington Elementary School,22045,3,90 - 95,20,29,34,17,51,49,585
2019,sch,rea,95Percent,Barrington,33,Barrington Elementary School,22045,4,100 - 105,31,15,28,26,54,46,605
2019,sch,mat,95Percent,Barrington,33,Barrington Middle School,22030,0,400 - 405,19,26,33,22,55,45,NULL
2019,sch,mat,95Percent,Barrington,33,Barrington Middle School,22030,5,100 - 105,26,38,25,10,35,65,476
2019,sch,mat,95Percent,Barrington,33,Barrington Middle School,22030,6,85 - 90,14,21,39,26,66,34,529
2019,sch,mat,95Percent,Barrington,33,Barrington Middle School,22030,7,105 - 110,17,21,40,22,62,38,558
2019,sch,mat,95Percent,Barrington,33,Barrington Middle School,22030,8,105 - 110,18,25,26,30,57,43,595
2019,sch,rea,95Percent,Barrington,33,Barrington Middle School,22030,0,405 - 410,17,21,45,17,63,37,NULL
2019,sch,rea,95Percent,Barrington,33,Barrington Middle School,22030,5,100 - 105,25,20,39,16,55,45,619
2019,sch,rea,95Percent,Barrington,33,Barrington Middle School,22030,6,85 - 90,20,18,41,21,62,38,646
2019,sch,rea,95Percent,Barrington,33,Barrington Middle School,22030,7,110 - 115,10,31,48,11,59,41,653
2019,sch,rea,95Percent,Barrington,33,Barrington Middle School,22030,8,105 - 110,12,13,52,23,75,25,682
2019,sch,sci,95Percent,Barrington,33,Barrington Middle School,22030,0,205 - 210,29,27,33,11,44,56,NULL
2019,sch,sci,95Percent,Barrington,33,Barrington Middle School,22030,5,100 - 105,43,23,28,<10,34,66,546
2019,sch,sci,95Percent,Barrington,33,Barrington Middle School,22030,8,105 - 110,16,30,38,15,53,47,856
2019,sch,mat,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,0,105 - 110,18,20,34,28,61,37,NULL
2019,sch,mat,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,3,15 - 20,33,<10,40,20,60,40,430
2019,sch,mat,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,4,15 - 20,28,17,50,<10,56,44,450
2019,sch,mat,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,5,15-Oct,<10,15,62,23,85,15,516
2019,sch,mat,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,6,15 - 20,22,28,22,11,33,50,508
2019,sch,mat,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,7,25 - 30,16,27,23,31,55,43,553
2019,sch,mat,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,8,20 - 25,<10,15,15,65,80,20,632
2019,sch,rea,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,0,105 - 110,15,18,38,29,67,33,NULL
2019,sch,rea,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,3,15 - 20,33,27,20,20,40,60,574
2019,sch,rea,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,4,15 - 20,22,33,17,28,44,56,604
2019,sch,rea,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,5,15-Oct,<10,<10,69,31,>90,<10,654
2019,sch,rea,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,6,15 - 20,17,17,39,11,50,33,647
2019,sch,rea,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,7,25 - 30,<10,12,47,31,78,19,671
2019,sch,rea,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,8,20 - 25,10,14,33,43,76,24,698
2019,sch,sci,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,0,30 - 35,<10,12,58,21,79,21,NULL
2019,sch,sci,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,5,15-Oct,<10,23,31,38,69,31,560
2019,sch,sci,95Percent,Bartlett,35,Josiah Bartlett Elementary School,20325,8,20 - 25,10,<10,75,10,85,15,859
2019,sch,mat,95Percent,Bath,39,Bath Village School,20860,0,45 - 50,13,23,53,11,64,36,NULL
2019,sch,mat,95Percent,Bath,39,Bath Village School,20860,3,15-Oct,<10,27,73,<10,73,27,NULL
2019,sch,mat,95Percent,Bath,39,Bath Village School,20860,4,15-Oct,<10,<10,58,25,83,17,479
2019,sch,mat,95Percent,Bath,39,Bath Village School,20860,5,15 - 20,31,25,31,13,44,56,477
2019,sch,mat,95Percent,Bath,39,Bath Village School,20860,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2019,sch,rea,95Percent,Bath,39,Bath Village School,20860,0,45 - 50,<10,23,38,30,68,32,NULL
2019,sch,rea,95Percent,Bath,39,Bath Village School,20860,3,15-Oct,<10,18,18,55,73,27,605
2019,sch,rea,95Percent,Bath,39,Bath Village School,20860,4,15-Oct,<10,17,42,42,83,17,NULL
2019,sch,rea,95Percent,Bath,39,Bath Village School,20860,5,15 - 20,19,25,44,13,56,44,618
2019,sch,rea,95Percent,Bath,39,Bath Village School,20860,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2019,sch,sci,95Percent,Bath,39,Bath Village School,20860,0,15 - 20,44,25,25,<10,31,69,NULL
2019,sch,sci,95Percent,Bath,39,Bath Village School,20860,5,15 - 20,44,25,25,<10,31,69,546
2019,sch,mat,95Percent,Bedford,41,Bedford High School,28555,0,345 - 350,<10,31,41,22,63,37,NULL
2019,sch,mat,95Percent,Bedford,41,Bedford High School,28555,11,345 - 350,<10,31,41,22,63,37,567
2019,sch,rea,95Percent,Bedford,41,Bedford High School,28555,0,345 - 350,<10,10,56,29,85,15,NULL
2019,sch,rea,95Percent,Bedford,41,Bedford High School,28555,11,345 - 350,<10,10,56,29,85,15,568
2019,sch,sci,95Percent,Bedford,41,Bedford High School,28555,0,340 - 345,27,16,48,<10,57,43,NULL
2019,sch,sci,95Percent,Bedford,41,Bedford High School,28555,11,340 - 345,27,16,48,<10,57,43,1156
2019,sch,mat,95Percent,Bedford,41,McKelvie Intermediate School,21005,0,680 - 685,<10,17,29,48,77,23,NULL
2019,sch,mat,95Percent,Bedford,41,McKelvie Intermediate School,21005,5,320 - 325,<10,21,29,45,74,26,517
2019,sch,mat,95Percent,Bedford,41,McKelvie Intermediate School,21005,6,360 - 365,<10,13,29,52,80,20,555
2019,sch,rea,95Percent,Bedford,41,McKelvie Intermediate School,21005,0,680 - 685,<10,17,44,30,75,25,NULL
2019,sch,rea,95Percent,Bedford,41,McKelvie Intermediate School,21005,5,320 - 325,10,16,44,30,74,26,644
2019,sch,rea,95Percent,Bedford,41,McKelvie Intermediate School,21005,6,360 - 365,<10,17,44,31,75,25,667
2019,sch,sci,95Percent,Bedford,41,McKelvie Intermediate School,21005,0,325 - 330,17,28,34,22,55,45,NULL
2019,sch,sci,95Percent,Bedford,41,McKelvie Intermediate School,21005,5,325 - 330,17,28,34,22,55,45,555
2019,sch,mat,95Percent,Bedford,41,Memorial School,20990,0,140 - 145,<10,<10,35,58,>90,<10,NULL
2019,sch,mat,95Percent,Bedford,41,Memorial School,20990,3,70 - 75,<10,<10,27,67,>90,<10,465
2019,sch,mat,95Percent,Bedford,41,Memorial School,20990,4,70 - 75,<10,<10,44,49,>90,<10,494
2019,sch,rea,95Percent,Bedford,41,Memorial School,20990,0,140 - 145,<10,<10,38,53,>90,<10,NULL
2019,sch,rea,95Percent,Bedford,41,Memorial School,20990,3,70 - 75,<10,<10,37,51,89,11,619
2019,sch,rea,95Percent,Bedford,41,Memorial School,20990,4,70 - 75,<10,<10,38,55,>90,<10,642
2019,sch,mat,95Percent,Bedford,41,Peter Woodbury School,21000,0,230 - 235,<10,17,27,52,79,21,NULL
2019,sch,mat,95Percent,Bedford,41,Peter Woodbury School,21000,3,120 - 125,<10,23,24,46,70,30,448
2019,sch,mat,95Percent,Bedford,41,Peter Woodbury School,21000,4,110 - 115,<10,12,30,58,88,12,499
2019,sch,rea,95Percent,Bedford,41,Peter Woodbury School,21000,0,225 - 230,<10,16,31,46,78,22,NULL
2019,sch,rea,95Percent,Bedford,41,Peter Woodbury School,21000,3,115 - 120,<10,25,37,30,67,33,599
2019,sch,rea,95Percent,Bedford,41,Peter Woodbury School,21000,4,110 - 115,<10,<10,25,64,89,11,646
2019,sch,mat,95Percent,Bedford,41,Riddle Brook School,27680,0,280 - 285,<10,<10,31,60,90,10,NULL
2019,sch,mat,95Percent,Bedford,41,Riddle Brook School,27680,3,125 - 130,<10,<10,33,59,>90,<10,461
2019,sch,mat,95Percent,Bedford,41,Riddle Brook School,27680,4,150 - 155,<10,<10,29,60,89,11,498
2019,sch,rea,95Percent,Bedford,41,Riddle Brook School,27680,0,280 - 285,<10,13,25,60,85,15,NULL
2019,sch,rea,95Percent,Bedford,41,Riddle Brook School,27680,3,125 - 130,<10,20,27,52,79,21,612
2019,sch,rea,95Percent,Bedford,41,Riddle Brook School,27680,4,150 - 155,<10,<10,23,68,90,10,650
2019,sch,mat,95Percent,Bedford,41,Ross A. Lurgio Middle School,28560,0,710 - 715,<10,15,28,50,77,23,NULL
2019,sch,mat,95Percent,Bedford,41,Ross A. Lurgio Middle School,28560,7,355 - 360,<10,14,29,51,79,21,587
2019,sch,mat,95Percent,Bedford,41,Ross A. Lurgio Middle School,28560,8,355 - 360,<10,15,27,49,75,25,624
2019,sch,rea,95Percent,Bedford,41,Ross A. Lurgio Middle School,28560,0,705 - 710,<10,13,49,29,78,22,NULL
2019,sch,rea,95Percent,Bedford,41,Ross A. Lurgio Middle School,28560,7,350 - 355,<10,10,56,25,81,19,671
2019,sch,rea,95Percent,Bedford,41,Ross A. Lurgio Middle School,28560,8,355 - 360,10,16,42,32,74,26,689
2019,sch,sci,95Percent,Bedford,41,Ross A. Lurgio Middle School,28560,0,355 - 360,19,21,42,17,59,41,NULL
2019,sch,sci,95Percent,Bedford,41,Ross A. Lurgio Middle School,28560,8,355 - 360,19,21,42,17,59,41,857
2019,sch,mat,95Percent,Berlin,51,Berlin Elementary School,27035,0,230 - 235,28,34,24,14,37,62,NULL
2019,sch,mat,95Percent,Berlin,51,Berlin Elementary School,27035,3,75 - 80,32,37,22,<10,30,68,420
2019,sch,mat,95Percent,Berlin,51,Berlin Elementary School,27035,4,70 - 75,19,29,34,19,53,47,460
2019,sch,mat,95Percent,Berlin,51,Berlin Elementary School,27035,5,85 - 90,33,36,16,15,31,69,478
2019,sch,rea,95Percent,Berlin,51,Berlin Elementary School,27035,0,230 - 235,33,27,25,14,39,61,NULL
2019,sch,rea,95Percent,Berlin,51,Berlin Elementary School,27035,3,75 - 80,37,30,14,17,32,67,568
2019,sch,rea,95Percent,Berlin,51,Berlin Elementary School,27035,4,70 - 75,31,29,26,14,40,60,592
