yearid,replevel,subject,DenominatorType,disname,discode,schname,schcode,grade,NumberStudents,plevel1text,plevel2text,plevel3text,plevel4text,pAboveProftext,pbelowProfText,AvgScore
2021,sch,mat,Regular,Errol,171,Errol Consolidated Elementary School,20735,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Errol,171,Errol Consolidated Elementary School,20735,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Errol,171,Errol Consolidated Elementary School,20735,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Errol,171,Errol Consolidated Elementary School,20735,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Errol,171,Errol Consolidated Elementary School,20735,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Errol,171,Errol Consolidated Elementary School,20735,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Errol,171,Errol Consolidated Elementary School,20735,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Errol,171,Errol Consolidated Elementary School,20735,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Errol,171,Errol Consolidated Elementary School,20735,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Errol,171,Errol Consolidated Elementary School,20735,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Exeter,173,Lincoln Street Elementary School,20595,0,335 - 340,22,32,27,19,46,54,
2021,sch,mat,Regular,Exeter,173,Lincoln Street Elementary School,20595,3,100 - 105,25,33,27,15,42,58,427
2021,sch,mat,Regular,Exeter,173,Lincoln Street Elementary School,20595,4,110 - 115,18,38,31,13,44,56,454
2021,sch,mat,Regular,Exeter,173,Lincoln Street Elementary School,20595,5,120 - 125,22,27,22,28,50,50,493
2021,sch,rea,Regular,Exeter,173,Lincoln Street Elementary School,20595,0,340 - 345,19,25,29,28,57,43,
2021,sch,rea,Regular,Exeter,173,Lincoln Street Elementary School,20595,3,105 - 110,22,32,27,19,46,54,582
2021,sch,rea,Regular,Exeter,173,Lincoln Street Elementary School,20595,4,115 - 120,17,26,22,34,57,43,614
2021,sch,rea,Regular,Exeter,173,Lincoln Street Elementary School,20595,5,115 - 120,17,17,37,29,66,34,638
2021,sch,sci,Regular,Exeter,173,Lincoln Street Elementary School,20595,0,120 - 125,22,26,29,23,53,48,
2021,sch,sci,Regular,Exeter,173,Lincoln Street Elementary School,20595,5,120 - 125,22,26,29,23,53,48,554
2021,sch,mat,Regular,Exeter Region Cooperative,172,Cooperative Middle School,20590,0,625 - 630,28,33,23,16,39,61,
2021,sch,mat,Regular,Exeter Region Cooperative,172,Cooperative Middle School,20590,6,210 - 215,31,32,25,12,37,63,500
2021,sch,mat,Regular,Exeter Region Cooperative,172,Cooperative Middle School,20590,7,185 - 190,21,35,19,24,44,56,546
2021,sch,mat,Regular,Exeter Region Cooperative,172,Cooperative Middle School,20590,8,225 - 230,31,32,25,13,37,63,566
2021,sch,rea,Regular,Exeter Region Cooperative,172,Cooperative Middle School,20590,0,630 - 635,17,22,44,17,61,39,
2021,sch,rea,Regular,Exeter Region Cooperative,172,Cooperative Middle School,20590,6,210 - 215,16,29,41,14,55,45,645
2021,sch,rea,Regular,Exeter Region Cooperative,172,Cooperative Middle School,20590,7,190 - 195,16,17,47,19,66,34,657
2021,sch,rea,Regular,Exeter Region Cooperative,172,Cooperative Middle School,20590,8,220 - 225,18,21,43,18,61,39,670
2021,sch,sci,Regular,Exeter Region Cooperative,172,Cooperative Middle School,20590,0,215 - 220,37,21,33,< 10 %,42,58,
2021,sch,sci,Regular,Exeter Region Cooperative,172,Cooperative Middle School,20590,8,215 - 220,37,21,33,< 10 %,42,58,849
2021,sch,mat,Regular,Exeter Region Cooperative,172,Exeter High School,20600,0,325 - 330,< 10 %,32,42,16,59,41,
2021,sch,mat,Regular,Exeter Region Cooperative,172,Exeter High School,20600,11,325 - 330,< 10 %,32,42,16,59,41,549
2021,sch,rea,Regular,Exeter Region Cooperative,172,Exeter High School,20600,0,325 - 330,< 10 %,14,54,24,78,22,
2021,sch,rea,Regular,Exeter Region Cooperative,172,Exeter High School,20600,11,325 - 330,< 10 %,14,54,24,78,22,553
2021,sch,sci,Regular,Exeter Region Cooperative,172,Exeter High School,20600,0,160 - 165,31,16,43,< 10 %,52,48,
2021,sch,sci,Regular,Exeter Region Cooperative,172,Exeter High School,20600,11,160 - 165,31,16,43,< 10 %,52,48,1154
2021,sch,mat,Regular,Fall Mountain Regional,174,Acworth Elementary School,22960,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Fall Mountain Regional,174,Acworth Elementary School,22960,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Fall Mountain Regional,174,Acworth Elementary School,22960,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Fall Mountain Regional,174,Acworth Elementary School,22960,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Fall Mountain Regional,174,Acworth Elementary School,22960,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Fall Mountain Regional,174,Acworth Elementary School,22960,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Fall Mountain Regional,174,Alstead Primary School,22965,0,20 - 25,25,40,30,< 10 %,35,65,
2021,sch,mat,Regular,Fall Mountain Regional,174,Alstead Primary School,22965,3,10 - 15,23,38,31,< 10 %,38,62,426
2021,sch,mat,Regular,Fall Mountain Regional,174,Alstead Primary School,22965,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Fall Mountain Regional,174,Alstead Primary School,22965,0,20 - 25,25,30,20,25,45,55,
2021,sch,rea,Regular,Fall Mountain Regional,174,Alstead Primary School,22965,3,10 - 15,< 10 %,38,23,38,62,38,603
2021,sch,rea,Regular,Fall Mountain Regional,174,Alstead Primary School,22965,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Fall Mountain Regional,174,Charlestown Middle School,22975,0,120 - 125,45,35,14,< 10 %,19,81,
2021,sch,mat,Regular,Fall Mountain Regional,174,Charlestown Middle School,22975,6,35 - 40,41,38,15,< 10 %,21,79,487
2021,sch,mat,Regular,Fall Mountain Regional,174,Charlestown Middle School,22975,7,40 - 45,45,33,15,< 10 %,23,78,506
2021,sch,mat,Regular,Fall Mountain Regional,174,Charlestown Middle School,22975,8,45 - 50,49,36,11,< 10 %,16,84,536
2021,sch,rea,Regular,Fall Mountain Regional,174,Charlestown Middle School,22975,0,120 - 125,36,30,30,< 10 %,34,66,
2021,sch,rea,Regular,Fall Mountain Regional,174,Charlestown Middle School,22975,6,35 - 40,31,38,31,< 10 %,31,69,621
2021,sch,rea,Regular,Fall Mountain Regional,174,Charlestown Middle School,22975,7,35 - 40,33,23,33,10,44,56,628
2021,sch,rea,Regular,Fall Mountain Regional,174,Charlestown Middle School,22975,8,45 - 50,42,29,27,< 10 %,29,71,633
2021,sch,sci,Regular,Fall Mountain Regional,174,Charlestown Middle School,22975,0,40 - 45,60,16,23,< 10 %,23,77,
2021,sch,sci,Regular,Fall Mountain Regional,174,Charlestown Middle School,22975,8,40 - 45,60,16,23,< 10 %,23,77,844
2021,sch,mat,Regular,Fall Mountain Regional,174,Charlestown Primary School,22985,0,95 - 100,41,30,21,< 10 %,29,71,
2021,sch,mat,Regular,Fall Mountain Regional,174,Charlestown Primary School,22985,3,30 - 35,37,37,20,< 10 %,27,73,417
2021,sch,mat,Regular,Fall Mountain Regional,174,Charlestown Primary School,22985,4,30 - 35,39,26,26,10,35,65,442
2021,sch,mat,Regular,Fall Mountain Regional,174,Charlestown Primary School,22985,5,35 - 40,47,28,17,< 10 %,25,75,471
2021,sch,rea,Regular,Fall Mountain Regional,174,Charlestown Primary School,22985,0,95 - 100,39,26,20,16,35,65,
2021,sch,rea,Regular,Fall Mountain Regional,174,Charlestown Primary School,22985,3,30 - 35,57,33,< 10 %,< 10 %,10,90,555
2021,sch,rea,Regular,Fall Mountain Regional,174,Charlestown Primary School,22985,4,30 - 35,37,23,20,20,40,60,590
2021,sch,rea,Regular,Fall Mountain Regional,174,Charlestown Primary School,22985,5,35 - 40,25,22,33,19,53,47,622
2021,sch,sci,Regular,Fall Mountain Regional,174,Charlestown Primary School,22985,0,35 - 40,44,19,28,< 10 %,36,64,
2021,sch,sci,Regular,Fall Mountain Regional,174,Charlestown Primary School,22985,5,35 - 40,44,19,28,< 10 %,36,64,549
2021,sch,mat,Regular,Fall Mountain Regional,174,Fall Mountain Regional High School,22990,0,95 - 100,26,38,28,< 10 %,35,65,
2021,sch,mat,Regular,Fall Mountain Regional,174,Fall Mountain Regional High School,22990,11,95 - 100,26,38,28,< 10 %,35,65,487
2021,sch,rea,Regular,Fall Mountain Regional,174,Fall Mountain Regional High School,22990,0,95 - 100,14,25,56,< 10 %,61,39,
2021,sch,rea,Regular,Fall Mountain Regional,174,Fall Mountain Regional High School,22990,11,95 - 100,14,25,56,< 10 %,61,39,503
2021,sch,sci,Regular,Fall Mountain Regional,174,Fall Mountain Regional High School,22990,0,95 - 100,27,11,54,< 10 %,61,39,
2021,sch,sci,Regular,Fall Mountain Regional,174,Fall Mountain Regional High School,22990,11,95 - 100,27,11,54,< 10 %,61,39,1155
2021,sch,mat,Regular,Fall Mountain Regional,174,N. Charlestown Community School,22980,0,40 - 45,46,37,17,< 10 %,17,83,
2021,sch,mat,Regular,Fall Mountain Regional,174,N. Charlestown Community School,22980,3,15 - 20,38,31,31,< 10 %,31,69,412
2021,sch,mat,Regular,Fall Mountain Regional,174,N. Charlestown Community School,22980,4,10 - 15,55,36,< 10 %,< 10 %,< 10 %,> 90 %,417
2021,sch,mat,Regular,Fall Mountain Regional,174,N. Charlestown Community School,22980,5,10 - 15,50,43,< 10 %,< 10 %,< 10 %,> 90 %,459
2021,sch,rea,Regular,Fall Mountain Regional,174,N. Charlestown Community School,22980,0,40 - 45,41,34,20,< 10 %,24,76,
2021,sch,rea,Regular,Fall Mountain Regional,174,N. Charlestown Community School,22980,3,15 - 20,38,44,< 10 %,13,19,81,563
2021,sch,rea,Regular,Fall Mountain Regional,174,N. Charlestown Community School,22980,4,10 - 15,64,27,< 10 %,< 10 %,< 10 %,> 90 %,576
2021,sch,rea,Regular,Fall Mountain Regional,174,N. Charlestown Community School,22980,5,10 - 15,29,29,43,< 10 %,43,57,608
2021,sch,sci,Regular,Fall Mountain Regional,174,N. Charlestown Community School,22980,0,10 - 15,71,29,< 10 %,< 10 %,< 10 %,> 90 %,
2021,sch,sci,Regular,Fall Mountain Regional,174,N. Charlestown Community School,22980,5,10 - 15,71,29,< 10 %,< 10 %,< 10 %,> 90 %,541
2021,sch,mat,Regular,Fall Mountain Regional,174,North Walpole School,23005,0,40 - 45,< 10 %,24,39,34,73,27,
2021,sch,mat,Regular,Fall Mountain Regional,174,North Walpole School,23005,3,20 - 25,< 10 %,23,36,36,73,27,446
2021,sch,mat,Regular,Fall Mountain Regional,174,North Walpole School,23005,4,15 - 20,< 10 %,26,42,32,74,26,481
2021,sch,rea,Regular,Fall Mountain Regional,174,North Walpole School,23005,0,40 - 45,15,22,24,39,63,37,
2021,sch,rea,Regular,Fall Mountain Regional,174,North Walpole School,23005,3,20 - 25,18,14,23,45,68,32,599
2021,sch,rea,Regular,Fall Mountain Regional,174,North Walpole School,23005,4,15 - 20,11,32,26,32,58,42,617
2021,sch,mat,Regular,Fall Mountain Regional,174,Sarah Porter School,22995,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Fall Mountain Regional,174,Sarah Porter School,22995,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Fall Mountain Regional,174,Sarah Porter School,22995,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Fall Mountain Regional,174,Sarah Porter School,22995,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Fall Mountain Regional,174,Sarah Porter School,22995,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Fall Mountain Regional,174,Sarah Porter School,22995,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,0,75 - 80,36,38,22,< 10 %,26,74,
2021,sch,mat,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,5,10 - 15,< 10 %,36,55,< 10 %,55,45,491
2021,sch,mat,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,6,20 - 25,33,50,17,< 10 %,17,83,486
2021,sch,mat,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,7,20 - 25,25,33,29,13,42,58,531
2021,sch,mat,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,8,15 - 20,72,28,< 10 %,< 10 %,< 10 %,> 90 %,503
2021,sch,rea,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,0,75 - 80,21,27,39,13,52,48,
2021,sch,rea,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,5,10 - 15,< 10 %,36,55,< 10 %,64,36,634
2021,sch,rea,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,6,20 - 25,13,54,33,< 10 %,33,67,635
2021,sch,rea,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,7,20 - 25,21,< 10 %,42,29,71,29,664
2021,sch,rea,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,8,15 - 20,44,11,33,11,44,56,639
2021,sch,sci,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,0,25 - 30,46,36,18,< 10 %,18,82,
2021,sch,sci,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,5,10 - 15,27,45,27,< 10 %,27,73,548
2021,sch,sci,Regular,Fall Mountain Regional,174,Vilas Elementary School,22970,8,15 - 20,59,29,12,< 10 %,12,88,842
2021,sch,mat,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,0,110 - 115,20,35,32,13,45,55,
2021,sch,mat,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,5,20 - 25,30,26,35,< 10 %,43,57,480
2021,sch,mat,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,6,25 - 30,17,34,45,< 10 %,48,52,512
2021,sch,mat,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,7,25 - 30,14,41,21,24,45,55,551
2021,sch,mat,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,8,25 - 30,21,38,28,14,41,59,576
2021,sch,rea,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,0,105 - 110,12,25,50,14,63,37,
2021,sch,rea,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,5,20 - 25,13,26,48,13,61,39,623
2021,sch,rea,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,6,25 - 30,21,31,38,10,48,52,639
2021,sch,rea,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,7,25 - 30,< 10 %,14,71,14,86,14,671
2021,sch,rea,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,8,25 - 30,14,28,41,17,59,41,674
2021,sch,sci,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,0,50 - 55,35,20,39,< 10 %,45,55,
2021,sch,sci,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,5,20 - 25,45,18,32,< 10 %,36,64,546
2021,sch,sci,Regular,Fall Mountain Regional,174,Walpole Elementary School,23015,8,25 - 30,28,21,45,< 10 %,52,48,853
2021,sch,mat,Regular,Farmington,175,Farmington Senior High School,22050,0,50 - 55,55,30,13,< 10 %,15,85,
2021,sch,mat,Regular,Farmington,175,Farmington Senior High School,22050,11,50 - 55,55,30,13,< 10 %,15,85,429
2021,sch,rea,Regular,Farmington,175,Farmington Senior High School,22050,0,50 - 55,30,43,26,< 10 %,26,74,
2021,sch,rea,Regular,Farmington,175,Farmington Senior High School,22050,11,50 - 55,30,43,26,< 10 %,26,74,440
2021,sch,sci,Regular,Farmington,175,Farmington Senior High School,22050,0,45 - 50,56,27,18,< 10 %,18,82,
2021,sch,sci,Regular,Farmington,175,Farmington Senior High School,22050,11,45 - 50,56,27,18,< 10 %,18,82,1143
2021,sch,mat,Regular,Farmington,175,Henry Wilson Memorial School,22055,0,260 - 265,48,34,13,< 10 %,18,82,
2021,sch,mat,Regular,Farmington,175,Henry Wilson Memorial School,22055,4,55 - 60,35,44,22,< 10 %,22,78,435
2021,sch,mat,Regular,Farmington,175,Henry Wilson Memorial School,22055,5,45 - 50,62,26,11,< 10 %,13,87,446
2021,sch,mat,Regular,Farmington,175,Henry Wilson Memorial School,22055,6,55 - 60,49,25,15,11,25,75,486
2021,sch,mat,Regular,Farmington,175,Henry Wilson Memorial School,22055,7,50 - 55,50,40,< 10 %,< 10 %,10,90,491
2021,sch,mat,Regular,Farmington,175,Henry Wilson Memorial School,22055,8,50 - 55,46,33,13,< 10 %,20,80,545
2021,sch,rea,Regular,Farmington,175,Henry Wilson Memorial School,22055,0,260 - 265,34,27,31,< 10 %,39,61,
2021,sch,rea,Regular,Farmington,175,Henry Wilson Memorial School,22055,4,55 - 60,38,31,24,< 10 %,31,69,587
2021,sch,rea,Regular,Farmington,175,Henry Wilson Memorial School,22055,5,45 - 50,32,30,26,13,38,62,611
2021,sch,rea,Regular,Farmington,175,Henry Wilson Memorial School,22055,6,55 - 60,33,29,33,< 10 %,38,62,625
2021,sch,rea,Regular,Farmington,175,Henry Wilson Memorial School,22055,7,50 - 55,29,23,42,< 10 %,48,52,629
2021,sch,rea,Regular,Farmington,175,Henry Wilson Memorial School,22055,8,50 - 55,39,22,31,< 10 %,39,61,646
2021,sch,sci,Regular,Farmington,175,Henry Wilson Memorial School,22055,0,95 - 100,45,31,19,< 10 %,24,76,
2021,sch,sci,Regular,Farmington,175,Henry Wilson Memorial School,22055,5,45 - 50,51,27,16,< 10 %,22,78,542
2021,sch,sci,Regular,Farmington,175,Henry Wilson Memorial School,22055,8,50 - 55,40,34,22,< 10 %,26,74,847
2021,sch,mat,Regular,Farmington,175,Valley View Community School,27980,0,50 - 55,27,33,22,18,39,61,
2021,sch,mat,Regular,Farmington,175,Valley View Community School,27980,3,50 - 55,27,33,22,18,39,61,425
2021,sch,rea,Regular,Farmington,175,Valley View Community School,27980,0,50 - 55,39,27,20,14,33,67,
2021,sch,rea,Regular,Farmington,175,Valley View Community School,27980,3,50 - 55,39,27,20,14,33,67,573
2021,sch,mat,Regular,Franklin,185,Franklin High School,20660,0,25 - 30,30,41,30,< 10 %,30,70,
2021,sch,mat,Regular,Franklin,185,Franklin High School,20660,11,25 - 30,30,41,30,< 10 %,30,70,456
2021,sch,rea,Regular,Franklin,185,Franklin High School,20660,0,25 - 30,37,22,37,< 10 %,41,59,
2021,sch,rea,Regular,Franklin,185,Franklin High School,20660,11,25 - 30,37,22,37,< 10 %,41,59,474
2021,sch,sci,Regular,Franklin,185,Franklin High School,20660,0,30 - 35,47,38,< 10 %,< 10 %,16,84,
2021,sch,sci,Regular,Franklin,185,Franklin High School,20660,11,30 - 35,47,38,< 10 %,< 10 %,16,84,1145
2021,sch,mat,Regular,Franklin,185,Franklin Middle School,26755,0,260 - 265,67,22,< 10 %,< 10 %,11,89,
2021,sch,mat,Regular,Franklin,185,Franklin Middle School,26755,4,35 - 40,69,21,< 10 %,< 10 %,10,90,421
2021,sch,mat,Regular,Franklin,185,Franklin Middle School,26755,5,55 - 60,79,20,< 10 %,< 10 %,< 10 %,> 90 %,425
2021,sch,mat,Regular,Franklin,185,Franklin Middle School,26755,6,65 - 70,63,26,< 10 %,< 10 %,11,89,462
2021,sch,mat,Regular,Franklin,185,Franklin Middle School,26755,7,50 - 55,58,28,< 10 %,< 10 %,13,87,482
2021,sch,mat,Regular,Franklin,185,Franklin Middle School,26755,8,50 - 55,65,16,10,10,20,80,517
2021,sch,rea,Regular,Franklin,185,Franklin Middle School,26755,0,260 - 265,46,23,25,< 10 %,31,69,
2021,sch,rea,Regular,Franklin,185,Franklin Middle School,26755,4,35 - 40,64,13,18,< 10 %,23,77,571
2021,sch,rea,Regular,Franklin,185,Franklin Middle School,26755,5,55 - 60,55,18,16,11,27,73,591
2021,sch,rea,Regular,Franklin,185,Franklin Middle School,26755,6,60 - 65,41,28,27,< 10 %,31,69,612
2021,sch,rea,Regular,Franklin,185,Franklin Middle School,26755,7,50 - 55,35,31,33,< 10 %,35,65,616
2021,sch,rea,Regular,Franklin,185,Franklin Middle School,26755,8,50 - 55,41,22,31,< 10 %,37,63,636
2021,sch,sci,Regular,Franklin,185,Franklin Middle School,26755,0,100 - 105,64,17,15,< 10 %,18,82,
2021,sch,sci,Regular,Franklin,185,Franklin Middle School,26755,5,50 - 55,65,19,11,< 10 %,17,83,539
2021,sch,sci,Regular,Franklin,185,Franklin Middle School,26755,8,50 - 55,64,16,20,< 10 %,20,80,839
2021,sch,mat,Regular,Franklin,185,Paul A. Smith School,20650,0,55 - 60,61,19,14,< 10 %,20,80,
2021,sch,mat,Regular,Franklin,185,Paul A. Smith School,20650,3,55 - 60,61,19,14,< 10 %,20,80,403
2021,sch,rea,Regular,Franklin,185,Paul A. Smith School,20650,0,55 - 60,42,35,18,< 10 %,24,76,
2021,sch,rea,Regular,Franklin,185,Paul A. Smith School,20650,3,55 - 60,42,35,18,< 10 %,24,76,555
2021,sch,mat,Regular,Freedom,187,Freedom Elementary School,20350,0,25 - 30,22,30,15,33,48,52,
2021,sch,mat,Regular,Freedom,187,Freedom Elementary School,20350,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Freedom,187,Freedom Elementary School,20350,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Freedom,187,Freedom Elementary School,20350,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Freedom,187,Freedom Elementary School,20350,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Freedom,187,Freedom Elementary School,20350,0,25 - 30,22,19,26,33,59,41,
2021,sch,rea,Regular,Freedom,187,Freedom Elementary School,20350,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Freedom,187,Freedom Elementary School,20350,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Freedom,187,Freedom Elementary School,20350,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Freedom,187,Freedom Elementary School,20350,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Freedom,187,Freedom Elementary School,20350,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Freedom,187,Freedom Elementary School,20350,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Fremont,189,Ellis School,20525,0,220 - 225,32,41,23,< 10 %,27,73,
2021,sch,mat,Regular,Fremont,189,Ellis School,20525,3,30 - 35,47,29,21,< 10 %,24,76,408
2021,sch,mat,Regular,Fremont,189,Ellis School,20525,4,35 - 40,39,37,21,< 10 %,24,76,437
2021,sch,mat,Regular,Fremont,189,Ellis School,20525,5,35 - 40,40,40,14,< 10 %,20,80,464
2021,sch,mat,Regular,Fremont,189,Ellis School,20525,6,40 - 45,24,44,32,< 10 %,32,68,498
2021,sch,mat,Regular,Fremont,189,Ellis School,20525,7,30 - 35,18,50,24,< 10 %,32,68,531
2021,sch,mat,Regular,Fremont,189,Ellis School,20525,8,40 - 45,23,45,23,10,33,68,573
2021,sch,rea,Regular,Fremont,189,Ellis School,20525,0,220 - 225,26,32,32,10,43,57,
2021,sch,rea,Regular,Fremont,189,Ellis School,20525,3,30 - 35,56,26,15,< 10 %,18,82,548
2021,sch,rea,Regular,Fremont,189,Ellis School,20525,4,35 - 40,26,37,24,13,37,63,594
2021,sch,rea,Regular,Fremont,189,Ellis School,20525,5,35 - 40,43,29,26,< 10 %,29,71,602
2021,sch,rea,Regular,Fremont,189,Ellis School,20525,6,40 - 45,15,34,39,12,51,49,643
2021,sch,rea,Regular,Fremont,189,Ellis School,20525,7,30 - 35,15,39,33,12,45,55,642
2021,sch,rea,Regular,Fremont,189,Ellis School,20525,8,40 - 45,< 10 %,25,53,18,70,30,677
2021,sch,sci,Regular,Fremont,189,Ellis School,20525,0,70 - 75,53,26,18,< 10 %,22,78,
2021,sch,sci,Regular,Fremont,189,Ellis School,20525,5,35 - 40,60,20,14,< 10 %,20,80,542
2021,sch,sci,Regular,Fremont,189,Ellis School,20525,8,35 - 40,46,31,21,< 10 %,23,77,847
2021,sch,mat,Regular,Gate City Charter School For the Arts,742,Gate City Charter School for the Arts,29151,0,30 - 35,50,35,< 10 %,< 10 %,15,85,
2021,sch,mat,Regular,Gate City Charter School For the Arts,742,Gate City Charter School for the Arts,29151,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Gate City Charter School For the Arts,742,Gate City Charter School for the Arts,29151,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Gate City Charter School For the Arts,742,Gate City Charter School for the Arts,29151,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Gate City Charter School For the Arts,742,Gate City Charter School for the Arts,29151,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Gate City Charter School For the Arts,742,Gate City Charter School for the Arts,29151,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Gate City Charter School For the Arts,742,Gate City Charter School for the Arts,29151,0,30 - 35,31,38,22,< 10 %,31,69,
2021,sch,rea,Regular,Gate City Charter School For the Arts,742,Gate City Charter School for the Arts,29151,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
