yearid,replevel,subject,DenominatorType,disname,discode,schname,schcode,grade,NumberStudents,plevel1text,plevel2text,plevel3text,plevel4text,pAboveProftext,pbelowProfText,AvgScore
2021,sch,sci,Regular,Manchester,335,Middle School At Parkside,21525,8,95 - 100,67,20,12,< 10 %,13,87,836
2021,sch,mat,Regular,Manchester,335,Northwest Elementary School,26435,0,190 - 195,60,28,11,< 10 %,12,88,
2021,sch,mat,Regular,Manchester,335,Northwest Elementary School,26435,3,95 - 100,61,25,13,< 10 %,14,86,399
2021,sch,mat,Regular,Manchester,335,Northwest Elementary School,26435,4,95 - 100,59,31,< 10 %,< 10 %,11,89,415
2021,sch,rea,Regular,Manchester,335,Northwest Elementary School,26435,0,190 - 195,48,27,21,< 10 %,25,75,
2021,sch,rea,Regular,Manchester,335,Northwest Elementary School,26435,3,95 - 100,51,29,16,< 10 %,20,80,551
2021,sch,rea,Regular,Manchester,335,Northwest Elementary School,26435,4,95 - 100,45,24,25,< 10 %,31,69,583
2021,sch,mat,Regular,Manchester,335,Parker-Varney School,21540,0,100 - 105,62,25,13,< 10 %,13,87,
2021,sch,mat,Regular,Manchester,335,Parker-Varney School,21540,3,45 - 50,55,26,17,< 10 %,19,81,402
2021,sch,mat,Regular,Manchester,335,Parker-Varney School,21540,4,55 - 60,67,25,< 10 %,< 10 %,< 10 %,> 90 %,410
2021,sch,rea,Regular,Manchester,335,Parker-Varney School,21540,0,100 - 105,64,18,13,< 10 %,17,83,
2021,sch,rea,Regular,Manchester,335,Parker-Varney School,21540,3,45 - 50,62,19,17,< 10 %,19,81,543
2021,sch,rea,Regular,Manchester,335,Parker-Varney School,21540,4,55 - 60,67,18,< 10 %,< 10 %,16,84,565
2021,sch,mat,Regular,Manchester,335,Smyth Road School,21605,0,170 - 175,47,33,16,< 10 %,20,80,
2021,sch,mat,Regular,Manchester,335,Smyth Road School,21605,3,70 - 75,49,37,13,< 10 %,14,86,402
2021,sch,mat,Regular,Manchester,335,Smyth Road School,21605,4,45 - 50,43,27,24,< 10 %,31,69,436
2021,sch,mat,Regular,Manchester,335,Smyth Road School,21605,5,50 - 55,50,33,11,< 10 %,17,83,454
2021,sch,rea,Regular,Manchester,335,Smyth Road School,21605,0,170 - 175,51,19,21,< 10 %,30,70,
2021,sch,rea,Regular,Manchester,335,Smyth Road School,21605,3,65 - 70,60,19,16,< 10 %,21,79,545
2021,sch,rea,Regular,Manchester,335,Smyth Road School,21605,4,45 - 50,47,22,16,14,31,69,583
2021,sch,rea,Regular,Manchester,335,Smyth Road School,21605,5,50 - 55,43,17,31,< 10 %,41,59,601
2021,sch,sci,Regular,Manchester,335,Smyth Road School,21605,0,50 - 55,55,26,15,< 10 %,19,81,
2021,sch,sci,Regular,Manchester,335,Smyth Road School,21605,5,50 - 55,55,26,15,< 10 %,19,81,542
2021,sch,mat,Regular,Manchester,335,Southside Middle School,21575,0,370 - 375,67,25,< 10 %,< 10 %,< 10 %,> 90 %,
2021,sch,mat,Regular,Manchester,335,Southside Middle School,21575,6,160 - 165,66,26,< 10 %,< 10 %,< 10 %,> 90 %,455
2021,sch,mat,Regular,Manchester,335,Southside Middle School,21575,7,100 - 105,64,28,< 10 %,< 10 %,< 10 %,> 90 %,484
2021,sch,mat,Regular,Manchester,335,Southside Middle School,21575,8,105 - 110,70,20,< 10 %,< 10 %,< 10 %,> 90 %,502
2021,sch,rea,Regular,Manchester,335,Southside Middle School,21575,0,370 - 375,52,23,22,< 10 %,25,75,
2021,sch,rea,Regular,Manchester,335,Southside Middle School,21575,6,160 - 165,44,25,28,< 10 %,31,69,613
2021,sch,rea,Regular,Manchester,335,Southside Middle School,21575,7,100 - 105,54,22,23,< 10 %,25,75,606
2021,sch,rea,Regular,Manchester,335,Southside Middle School,21575,8,110 - 115,62,22,15,< 10 %,16,84,608
2021,sch,sci,Regular,Manchester,335,Southside Middle School,21575,0,100 - 105,75,10,14,< 10 %,15,85,
2021,sch,sci,Regular,Manchester,335,Southside Middle School,21575,8,100 - 105,75,10,14,< 10 %,15,85,836
2021,sch,mat,Regular,Manchester,335,Webster School,21635,0,155 - 160,50,26,16,< 10 %,24,76,
2021,sch,mat,Regular,Manchester,335,Webster School,21635,3,50 - 55,47,31,18,< 10 %,22,78,405
2021,sch,mat,Regular,Manchester,335,Webster School,21635,4,55 - 60,38,25,24,13,36,64,437
2021,sch,mat,Regular,Manchester,335,Webster School,21635,5,50 - 55,66,22,< 10 %,< 10 %,12,88,440
2021,sch,rea,Regular,Manchester,335,Webster School,21635,0,155 - 160,45,18,22,15,37,63,
2021,sch,rea,Regular,Manchester,335,Webster School,21635,3,50 - 55,49,27,10,14,24,76,555
2021,sch,rea,Regular,Manchester,335,Webster School,21635,4,55 - 60,40,15,27,18,45,55,588
2021,sch,rea,Regular,Manchester,335,Webster School,21635,5,50 - 55,46,12,30,12,42,58,599
2021,sch,sci,Regular,Manchester,335,Webster School,21635,0,50 - 55,60,24,14,< 10 %,16,84,
2021,sch,sci,Regular,Manchester,335,Webster School,21635,5,50 - 55,60,24,14,< 10 %,16,84,539
2021,sch,mat,Regular,Manchester,335,Weston Elementary School,21515,0,140 - 145,56,31,10,< 10 %,14,86,
2021,sch,mat,Regular,Manchester,335,Weston Elementary School,21515,3,40 - 45,65,25,< 10 %,< 10 %,10,90,406
2021,sch,mat,Regular,Manchester,335,Weston Elementary School,21515,4,55 - 60,41,36,17,< 10 %,22,78,433
2021,sch,mat,Regular,Manchester,335,Weston Elementary School,21515,5,45 - 50,65,28,< 10 %,< 10 %,< 10 %,> 90 %,435
2021,sch,rea,Regular,Manchester,335,Weston Elementary School,21515,0,145 - 150,52,22,17,< 10 %,26,74,
2021,sch,rea,Regular,Manchester,335,Weston Elementary School,21515,3,35 - 40,67,18,13,< 10 %,15,85,543
2021,sch,rea,Regular,Manchester,335,Weston Elementary School,21515,4,60 - 65,43,23,18,15,33,67,581
2021,sch,rea,Regular,Manchester,335,Weston Elementary School,21515,5,45 - 50,52,24,17,< 10 %,24,76,590
2021,sch,sci,Regular,Manchester,335,Weston Elementary School,21515,0,45 - 50,67,17,< 10 %,< 10 %,15,85,
2021,sch,sci,Regular,Manchester,335,Weston Elementary School,21515,5,45 - 50,67,17,< 10 %,< 10 %,15,85,539
2021,sch,mat,Regular,Marlborough,339,Marlborough Elementary School,21210,0,80 - 85,38,43,14,< 10 %,19,81,
2021,sch,mat,Regular,Marlborough,339,Marlborough Elementary School,21210,3,15 - 20,25,44,25,< 10 %,31,69,422
2021,sch,mat,Regular,Marlborough,339,Marlborough Elementary School,21210,4,10 - 15,< 10 %,64,21,< 10 %,29,71,454
2021,sch,mat,Regular,Marlborough,339,Marlborough Elementary School,21210,5,15 - 20,27,53,13,< 10 %,20,80,478
2021,sch,mat,Regular,Marlborough,339,Marlborough Elementary School,21210,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Marlborough,339,Marlborough Elementary School,21210,7,10 - 15,62,31,< 10 %,< 10 %,< 10 %,> 90 %,492
2021,sch,mat,Regular,Marlborough,339,Marlborough Elementary School,21210,8,10 - 15,64,29,< 10 %,< 10 %,< 10 %,> 90 %,517
2021,sch,rea,Regular,Marlborough,339,Marlborough Elementary School,21210,0,75 - 80,30,25,27,18,44,56,
2021,sch,rea,Regular,Marlborough,339,Marlborough Elementary School,21210,3,15 - 20,< 10 %,44,25,25,50,50,586
2021,sch,rea,Regular,Marlborough,339,Marlborough Elementary School,21210,4,10 - 15,31,15,23,31,54,46,605
2021,sch,rea,Regular,Marlborough,339,Marlborough Elementary School,21210,5,15 - 20,33,13,20,33,53,47,629
2021,sch,rea,Regular,Marlborough,339,Marlborough Elementary School,21210,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Marlborough,339,Marlborough Elementary School,21210,7,10 - 15,38,23,31,< 10 %,38,62,612
2021,sch,rea,Regular,Marlborough,339,Marlborough Elementary School,21210,8,10 - 15,38,31,31,< 10 %,31,69,641
2021,sch,sci,Regular,Marlborough,339,Marlborough Elementary School,21210,0,25 - 30,48,34,10,< 10 %,17,83,
2021,sch,sci,Regular,Marlborough,339,Marlborough Elementary School,21210,5,15 - 20,33,40,13,13,27,73,547
2021,sch,sci,Regular,Marlborough,339,Marlborough Elementary School,21210,8,10 - 15,64,29,< 10 %,< 10 %,< 10 %,> 90 %,840
2021,sch,mat,Regular,Marlow,341,John D. Perkins Academy,23000,0,15 - 20,22,50,22,< 10 %,28,72,
2021,sch,mat,Regular,Marlow,341,John D. Perkins Academy,23000,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Marlow,341,John D. Perkins Academy,23000,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Marlow,341,John D. Perkins Academy,23000,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Marlow,341,John D. Perkins Academy,23000,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Marlow,341,John D. Perkins Academy,23000,0,15 - 20,11,28,39,22,61,39,
2021,sch,rea,Regular,Marlow,341,John D. Perkins Academy,23000,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Marlow,341,John D. Perkins Academy,23000,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Marlow,341,John D. Perkins Academy,23000,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Marlow,341,John D. Perkins Academy,23000,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Marlow,341,John D. Perkins Academy,23000,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Marlow,341,John D. Perkins Academy,23000,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Mascenic Regional,342,Boynton Middle School,26685,0,175 - 180,47,34,14,< 10 %,20,80,
2021,sch,mat,Regular,Mascenic Regional,342,Boynton Middle School,26685,5,40 - 45,51,32,17,< 10 %,17,83,455
2021,sch,mat,Regular,Mascenic Regional,342,Boynton Middle School,26685,6,40 - 45,45,38,13,< 10 %,18,83,487
2021,sch,mat,Regular,Mascenic Regional,342,Boynton Middle School,26685,7,40 - 45,29,40,17,14,31,69,530
2021,sch,mat,Regular,Mascenic Regional,342,Boynton Middle School,26685,8,55 - 60,58,27,11,< 10 %,15,85,533
2021,sch,rea,Regular,Mascenic Regional,342,Boynton Middle School,26685,0,175 - 180,31,31,30,< 10 %,38,63,
2021,sch,rea,Regular,Mascenic Regional,342,Boynton Middle School,26685,5,40 - 45,37,17,37,10,46,54,610
2021,sch,rea,Regular,Mascenic Regional,342,Boynton Middle School,26685,6,40 - 45,23,53,20,< 10 %,25,75,628
2021,sch,rea,Regular,Mascenic Regional,342,Boynton Middle School,26685,7,40 - 45,22,34,32,12,44,56,639
2021,sch,rea,Regular,Mascenic Regional,342,Boynton Middle School,26685,8,50 - 55,41,24,31,< 10 %,35,65,639
2021,sch,sci,Regular,Mascenic Regional,342,Boynton Middle School,26685,0,95 - 100,46,24,23,< 10 %,30,70,
2021,sch,sci,Regular,Mascenic Regional,342,Boynton Middle School,26685,5,40 - 45,44,22,22,12,34,66,546
2021,sch,sci,Regular,Mascenic Regional,342,Boynton Middle School,26685,8,55 - 60,47,26,25,< 10 %,26,74,846
2021,sch,mat,Regular,Mascenic Regional,342,Highbridge Hill Elementary School,28990,0,95 - 100,24,42,23,11,34,66,
2021,sch,mat,Regular,Mascenic Regional,342,Highbridge Hill Elementary School,28990,3,35 - 40,13,38,28,21,49,51,436
2021,sch,mat,Regular,Mascenic Regional,342,Highbridge Hill Elementary School,28990,4,55 - 60,32,45,20,< 10 %,23,77,444
2021,sch,rea,Regular,Mascenic Regional,342,Highbridge Hill Elementary School,28990,0,95 - 100,32,23,23,22,45,55,
2021,sch,rea,Regular,Mascenic Regional,342,Highbridge Hill Elementary School,28990,3,35 - 40,15,23,38,23,62,38,590
2021,sch,rea,Regular,Mascenic Regional,342,Highbridge Hill Elementary School,28990,4,55 - 60,43,23,13,21,34,66,589
2021,sch,mat,Regular,Mascenic Regional,342,Mascenic Regional High School,23050,0,50 - 55,23,42,25,10,35,65,
2021,sch,mat,Regular,Mascenic Regional,342,Mascenic Regional High School,23050,11,50 - 55,23,42,25,10,35,65,500
2021,sch,rea,Regular,Mascenic Regional,342,Mascenic Regional High School,23050,0,50 - 55,19,17,44,19,63,37,
2021,sch,rea,Regular,Mascenic Regional,342,Mascenic Regional High School,23050,11,50 - 55,19,17,44,19,63,37,514
2021,sch,sci,Regular,Mascenic Regional,342,Mascenic Regional High School,23050,0,40 - 45,24,21,48,< 10 %,55,45,
2021,sch,sci,Regular,Mascenic Regional,342,Mascenic Regional High School,23050,11,40 - 45,24,21,48,< 10 %,55,45,1154
2021,sch,mat,Regular,Mascoma Valley Regional,343,Canaan Elementary School,21315,0,75 - 80,19,28,27,26,53,47,
2021,sch,mat,Regular,Mascoma Valley Regional,343,Canaan Elementary School,21315,3,25 - 30,30,19,30,22,52,48,425
2021,sch,mat,Regular,Mascoma Valley Regional,343,Canaan Elementary School,21315,4,50 - 55,14,33,25,27,53,47,466
2021,sch,rea,Regular,Mascoma Valley Regional,343,Canaan Elementary School,21315,0,75 - 80,31,17,31,22,53,47,
2021,sch,rea,Regular,Mascoma Valley Regional,343,Canaan Elementary School,21315,3,25 - 30,30,15,33,22,56,44,581
2021,sch,rea,Regular,Mascoma Valley Regional,343,Canaan Elementary School,21315,4,50 - 55,31,18,29,22,51,49,605
2021,sch,mat,Regular,Mascoma Valley Regional,343,Enfield Village School,21325,0,50 - 55,< 10 %,17,48,28,76,24,
2021,sch,mat,Regular,Mascoma Valley Regional,343,Enfield Village School,21325,3,30 - 35,< 10 %,19,47,25,72,28,440
2021,sch,mat,Regular,Mascoma Valley Regional,343,Enfield Village School,21325,4,20 - 25,< 10 %,14,50,32,82,18,486
2021,sch,rea,Regular,Mascoma Valley Regional,343,Enfield Village School,21325,0,50 - 55,< 10 %,24,37,37,74,26,
2021,sch,rea,Regular,Mascoma Valley Regional,343,Enfield Village School,21325,3,30 - 35,< 10 %,25,38,38,75,25,602
2021,sch,rea,Regular,Mascoma Valley Regional,343,Enfield Village School,21325,4,20 - 25,< 10 %,23,36,36,73,27,622
2021,sch,mat,Regular,Mascoma Valley Regional,343,Indian River School,26405,0,260 - 265,40,32,16,11,27,73,
2021,sch,mat,Regular,Mascoma Valley Regional,343,Indian River School,26405,5,55 - 60,49,32,12,< 10 %,19,81,461
2021,sch,mat,Regular,Mascoma Valley Regional,343,Indian River School,26405,6,70 - 75,40,33,15,11,26,74,490
2021,sch,mat,Regular,Mascoma Valley Regional,343,Indian River School,26405,7,75 - 80,39,35,15,12,27,73,518
2021,sch,mat,Regular,Mascoma Valley Regional,343,Indian River School,26405,8,55 - 60,34,29,24,14,37,63,558
2021,sch,rea,Regular,Mascoma Valley Regional,343,Indian River School,26405,0,260 - 265,24,30,33,13,46,54,
2021,sch,rea,Regular,Mascoma Valley Regional,343,Indian River School,26405,5,55 - 60,28,28,28,16,44,56,619
2021,sch,rea,Regular,Mascoma Valley Regional,343,Indian River School,26405,6,70 - 75,17,29,39,15,54,46,646
2021,sch,rea,Regular,Mascoma Valley Regional,343,Indian River School,26405,7,70 - 75,24,34,30,12,42,58,633
2021,sch,rea,Regular,Mascoma Valley Regional,343,Indian River School,26405,8,55 - 60,29,27,36,< 10 %,44,56,648
2021,sch,sci,Regular,Mascoma Valley Regional,343,Indian River School,26405,0,115 - 120,41,28,22,< 10 %,30,70,
2021,sch,sci,Regular,Mascoma Valley Regional,343,Indian River School,26405,5,55 - 60,44,32,14,11,25,75,546
2021,sch,sci,Regular,Mascoma Valley Regional,343,Indian River School,26405,8,55 - 60,39,25,29,< 10 %,36,64,847
2021,sch,mat,Regular,Mascoma Valley Regional,343,Mascoma Valley Regional High School,21305,0,65 - 70,26,49,23,< 10 %,25,75,
2021,sch,mat,Regular,Mascoma Valley Regional,343,Mascoma Valley Regional High School,21305,11,65 - 70,26,49,23,< 10 %,25,75,475
2021,sch,rea,Regular,Mascoma Valley Regional,343,Mascoma Valley Regional High School,21305,0,65 - 70,28,28,37,< 10 %,45,55,
2021,sch,rea,Regular,Mascoma Valley Regional,343,Mascoma Valley Regional High School,21305,11,65 - 70,28,28,37,< 10 %,45,55,472
2021,sch,sci,Regular,Mascoma Valley Regional,343,Mascoma Valley Regional High School,21305,0,55 - 60,46,16,38,< 10 %,38,63,
2021,sch,sci,Regular,Mascoma Valley Regional,343,Mascoma Valley Regional High School,21305,11,55 - 60,46,16,38,< 10 %,38,63,1147
2021,sch,mat,Regular,Mason,345,Mason Elementary School,23040,0,25 - 30,< 10 %,25,43,32,75,25,
2021,sch,mat,Regular,Mason,345,Mason Elementary School,23040,3,10 - 15,< 10 %,27,45,27,73,27,447
2021,sch,mat,Regular,Mason,345,Mason Elementary School,23040,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Mason,345,Mason Elementary School,23040,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Mason,345,Mason Elementary School,23040,0,25 - 30,< 10 %,18,29,54,82,18,
2021,sch,rea,Regular,Mason,345,Mason Elementary School,23040,3,10 - 15,< 10 %,18,< 10 %,73,82,18,623
2021,sch,rea,Regular,Mason,345,Mason Elementary School,23040,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,rea,Regular,Mason,345,Mason Elementary School,23040,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Mason,345,Mason Elementary School,23040,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,sci,Regular,Mason,345,Mason Elementary School,23040,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2021,sch,mat,Regular,Merrimack,351,James Mastricola Elementary School,21020,0,110 - 115,23,34,24,19,43,57,
2021,sch,mat,Regular,Merrimack,351,James Mastricola Elementary School,21020,3,60 - 65,14,25,30,31,61,39,437
2021,sch,mat,Regular,Merrimack,351,James Mastricola Elementary School,21020,4,45 - 50,35,45,16,< 10 %,20,80,440
2021,sch,rea,Regular,Merrimack,351,James Mastricola Elementary School,21020,0,110 - 115,28,27,24,21,45,55,
2021,sch,rea,Regular,Merrimack,351,James Mastricola Elementary School,21020,3,60 - 65,14,33,27,27,53,47,592
2021,sch,rea,Regular,Merrimack,351,James Mastricola Elementary School,21020,4,50 - 55,46,20,20,14,34,66,591
2021,sch,mat,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,0,425 - 430,32,38,20,10,30,70,
2021,sch,mat,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,5,230 - 235,43,39,12,< 10 %,18,82,465
2021,sch,mat,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,6,195 - 200,20,37,29,14,43,57,510
2021,sch,rea,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,0,430 - 435,17,26,42,14,56,44,
2021,sch,rea,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,5,230 - 235,20,22,41,16,57,43,624
2021,sch,rea,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,6,195 - 200,14,31,43,12,55,45,645
2021,sch,sci,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,0,230 - 235,47,28,19,< 10 %,25,75,
2021,sch,sci,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,5,230 - 235,47,28,19,< 10 %,25,75,545
2021,sch,mat,Regular,Merrimack,351,Merrimack High School,21040,0,260 - 265,16,39,38,< 10 %,45,55,
2021,sch,mat,Regular,Merrimack,351,Merrimack High School,21040,11,260 - 265,16,39,38,< 10 %,45,55,515
2021,sch,rea,Regular,Merrimack,351,Merrimack High School,21040,0,260 - 265,11,19,53,16,69,31,
2021,sch,rea,Regular,Merrimack,351,Merrimack High School,21040,11,260 - 265,11,19,53,16,69,31,523
2021,sch,sci,Regular,Merrimack,351,Merrimack High School,21040,0,95 - 100,36,20,40,< 10 %,44,56,
2021,sch,sci,Regular,Merrimack,351,Merrimack High School,21040,11,95 - 100,36,20,40,< 10 %,44,56,1151
2021,sch,mat,Regular,Merrimack,351,Merrimack Middle School,28375,0,430 - 435,37,34,19,< 10 %,29,71,
2021,sch,mat,Regular,Merrimack,351,Merrimack Middle School,28375,7,225 - 230,40,35,18,< 10 %,25,75,513
2021,sch,mat,Regular,Merrimack,351,Merrimack Middle School,28375,8,205 - 210,34,33,21,12,33,67,559
2021,sch,rea,Regular,Merrimack,351,Merrimack Middle School,28375,0,435 - 440,22,27,37,14,51,49,
2021,sch,rea,Regular,Merrimack,351,Merrimack Middle School,28375,7,225 - 230,27,30,33,11,43,57,637
2021,sch,rea,Regular,Merrimack,351,Merrimack Middle School,28375,8,205 - 210,18,23,42,18,59,41,667
2021,sch,sci,Regular,Merrimack,351,Merrimack Middle School,28375,0,205 - 210,39,22,33,< 10 %,39,61,
2021,sch,sci,Regular,Merrimack,351,Merrimack Middle School,28375,8,205 - 210,39,22,33,< 10 %,39,61,848
2021,sch,mat,Regular,Merrimack,351,Reeds Ferry School,21015,0,125 - 130,19,27,31,22,54,46,
2021,sch,mat,Regular,Merrimack,351,Reeds Ferry School,21015,3,65 - 70,14,22,31,34,65,35,442
2021,sch,mat,Regular,Merrimack,351,Reeds Ferry School,21015,4,60 - 65,25,33,32,10,42,58,450
2021,sch,rea,Regular,Merrimack,351,Reeds Ferry School,21015,0,125 - 130,18,31,26,25,51,49,
2021,sch,rea,Regular,Merrimack,351,Reeds Ferry School,21015,3,65 - 70,14,32,22,32,54,46,590
2021,sch,rea,Regular,Merrimack,351,Reeds Ferry School,21015,4,60 - 65,22,30,32,17,48,52,605
2021,sch,mat,Regular,Merrimack,351,Thorntons Ferry School,21035,0,145 - 150,21,36,34,10,43,57,
2021,sch,mat,Regular,Merrimack,351,Thorntons Ferry School,21035,3,65 - 70,18,34,33,15,48,52,430
2021,sch,mat,Regular,Merrimack,351,Thorntons Ferry School,21035,4,75 - 80,23,37,35,< 10 %,40,60,447
2021,sch,rea,Regular,Merrimack,351,Thorntons Ferry School,21035,0,145 - 150,26,23,35,17,52,48,
2021,sch,rea,Regular,Merrimack,351,Thorntons Ferry School,21035,3,65 - 70,32,27,33,< 10 %,41,59,574
2021,sch,rea,Regular,Merrimack,351,Thorntons Ferry School,21035,4,75 - 80,20,19,37,24,61,39,609
2021,sch,mat,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,0,100 - 105,22,26,29,23,52,48,
2021,sch,mat,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,3,30 - 35,< 10 %,19,29,45,74,26,452
2021,sch,mat,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,4,25 - 30,19,37,30,15,44,56,459
2021,sch,mat,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,5,40 - 45,34,25,30,11,41,59,479
2021,sch,rea,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,0,100 - 105,27,26,31,15,46,54,
2021,sch,rea,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,3,30 - 35,< 10 %,39,42,16,58,42,591
2021,sch,rea,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,4,25 - 30,41,19,26,15,41,59,598
2021,sch,rea,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,5,40 - 45,36,23,27,14,41,59,611
2021,sch,sci,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,0,40 - 45,36,27,27,< 10 %,36,64,
2021,sch,sci,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,5,40 - 45,36,27,27,< 10 %,36,64,548
2021,sch,mat,Regular,Merrimack Valley,352,Loudon Elementary School,22180,0,100 - 105,27,38,23,12,35,65,
2021,sch,mat,Regular,Merrimack Valley,352,Loudon Elementary School,22180,3,25 - 30,28,41,21,10,31,69,422
2021,sch,mat,Regular,Merrimack Valley,352,Loudon Elementary School,22180,4,40 - 45,20,44,27,10,37,63,453
2021,sch,mat,Regular,Merrimack Valley,352,Loudon Elementary School,22180,5,30 - 35,35,29,21,15,35,65,479
2021,sch,rea,Regular,Merrimack Valley,352,Loudon Elementary School,22180,0,100 - 105,42,26,21,11,32,68,
2021,sch,rea,Regular,Merrimack Valley,352,Loudon Elementary School,22180,3,25 - 30,41,21,24,14,38,62,575
2021,sch,rea,Regular,Merrimack Valley,352,Loudon Elementary School,22180,4,40 - 45,29,37,27,< 10 %,34,66,592
2021,sch,rea,Regular,Merrimack Valley,352,Loudon Elementary School,22180,5,30 - 35,59,18,12,12,24,76,600
2021,sch,sci,Regular,Merrimack Valley,352,Loudon Elementary School,22180,0,30 - 35,62,15,15,< 10 %,24,76,
2021,sch,sci,Regular,Merrimack Valley,352,Loudon Elementary School,22180,5,30 - 35,62,15,15,< 10 %,24,76,543
2021,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,0,150 - 155,29,49,20,< 10 %,21,79,
2021,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,11,150 - 155,29,49,20,< 10 %,21,79,465
2021,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,0,150 - 155,32,26,37,< 10 %,42,58,
2021,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,11,150 - 155,32,26,37,< 10 %,42,58,469
2021,sch,sci,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,0,85 - 90,48,14,36,< 10 %,39,61,
2021,sch,sci,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,11,85 - 90,48,14,36,< 10 %,39,61,1148
2021,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,0,410 - 415,45,31,18,< 10 %,24,76,
2021,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,6,110 - 115,50,33,11,< 10 %,17,83,478
2021,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,7,145 - 150,39,31,25,< 10 %,30,70,520
2021,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,8,150 - 155,46,30,16,< 10 %,23,77,540
2021,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,0,415 - 420,30,30,31,< 10 %,40,60,
2021,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,6,110 - 115,25,34,32,< 10 %,41,59,630
2021,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,7,145 - 150,24,29,35,12,47,53,639
2021,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,8,150 - 155,39,27,27,< 10 %,34,66,639
2021,sch,sci,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,0,150 - 155,56,18,22,< 10 %,26,74,
2021,sch,sci,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,8,150 - 155,56,18,22,< 10 %,26,74,843
